step,demand_adjustment
0,0.6072
1,0.9986
2,0.1414
3,-0.1844
4,0.4107
5,-0.1974
6,-0.0079
7,0.1489
8,-0.4243
9,-0.9933
10,-0.9998
11,-0.5689
12,-0.1845
13,0.5067
14,0.7473
15,0.5428
16,-0.1168
17,-0.0818
18,-0.1221
19,0.2056
20,0.4262
21,0.0580
22,-0.1231
23,0.3363
24,0.1909
25,-0.2555
26,0.6857
27,-0.0245
28,-0.3944
29,-0.4546
30,-0.7861
31,-0.3380
32,0.0717
33,0.8418
34,-0.1554
35,0.5122
36,-0.4330
37,-0.4785
38,0.1602
39,-0.1414
40,-0.1112
41,0.4689
42,0.8204
43,-0.2305
44,0.2095
45,-0.0346
46,-0.0361
47,-0.3286
48,-0.7986
49,-0.2253
50,0.1274
51,0.3268
52,0.6321
53,0.3490
54,-0.2887
55,-0.2793
56,0.2728
57,0.6856
58,0.3129
59,-0.5166
60,-0.5131
61,-0.2160
62,0.2118
63,0.1959
64,0.2789
65,-0.1805
66,0.2635
67,0.3287
68,-0.4318
69,-0.2622
70,0.1317
71,0.0389
72,0.3657
73,-0.2933
74,0.0998
75,0.4927
76,0.1727
77,0.2905
78,0.1844
79,-0.2200
80,0.3652
81,0.1971
82,-0.0962
83,-0.4458
84,0.2174
85,-0.1786
86,-0.5304
87,-0.5999
88,-0.9376
89,-1.0000
90,-0.8407
91,-0.9999
92,-1.0000
93,-0.5331
94,0.1694
95,-0.0500
96,0.5957
97,0.9223
98,0.3324
99,-0.4696
100,-0.0947
101,-0.0742
102,-0.1667
103,-0.2520
104,-0.7877
105,-0.9897
106,-0.4321
107,0.1398
108,0.1148
109,0.7982
110,0.6573
111,-0.0114
112,-0.0758
113,0.4845
114,-0.3735
115,0.1891
116,0.4627
117,0.7044
118,0.1663
119,-0.3380
120,-0.0938
121,0.0143
122,0.7014
123,-0.0884
124,-0.0923
125,0.0014
126,-0.5554
127,0.2071
128,0.0381
129,-0.0132
130,0.1476
131,0.0713
132,0.1966
133,0.4633
134,-0.7855
135,-0.4962
136,0.3229
137,0.4884
138,0.6989
139,-0.1874
140,-0.0594
141,-0.1240
142,-0.0544
143,-0.4074
144,-0.4939
145,0.2340
146,-0.3120
147,-0.0427
148,0.5912
149,-0.0304
150,0.1924
151,0.3295
152,-0.7741
153,0.1800
154,-0.1493
155,0.1955
156,0.3758
157,-0.0093
158,0.5796
159,0.1403
160,-0.6217
161,-0.2845
162,0.3909
163,-0.1329
164,-0.0985
165,-0.0944
166,-0.2388
167,0.0444
168,-0.1980
169,-0.7278
170,0.1632
171,0.5834
172,0.7416
173,-0.5035
174,-0.1046
175,0.5643
176,-0.8878
177,-0.3284
178,0.4491
179,-0.0033
180,-0.8140
181,-0.6755
182,0.9297
183,0.0461
184,-0.1119
185,-0.0038
186,0.2469
187,-0.1410
188,0.0652
189,0.1243
190,0.1395
191,-0.4220
192,-0.5474
193,0.3901
194,0.7718
195,0.9263
196,-0.1914
197,0.2590
198,0.5510
199,-0.5887
200,-0.2734
201,-0.6615
202,-0.2641
203,-0.8253
204,-0.3995
205,-0.2524
206,0.7725
207,0.2933
208,-0.1470
209,-0.8337
210,0.4504
211,0.1461
212,0.6583
213,-0.1960
214,-0.1227
215,0.1336
216,-0.1585
217,-0.5444
218,0.4814
219,0.2254
220,-0.0976
221,-0.1404
222,-0.5224
223,0.2392
224,0.0375
225,0.5172
226,0.2073
227,-0.3662
228,-0.7209
229,0.1535
230,-0.3953
231,0.3365
232,0.3443
233,0.3863
234,0.0149
235,0.3462
236,-0.0687
237,0.0741
238,-0.1151
239,-0.7114
240,-0.9991
241,0.2387
242,0.1328
243,0.1229
244,0.7865
245,-0.1789
246,0.8254
247,-0.5389
248,-0.0572
249,-0.6973
250,-0.1310
251,0.3320
252,0.2237
253,0.6508
254,0.5069
255,-0.1327
256,-0.1194
257,0.1497
258,-0.0836
259,-0.1304
260,-0.3996
261,0.0662
262,0.0602
263,0.0856
264,-0.3885
265,0.2453
266,0.4381
267,0.2558
268,-0.2653
269,-0.1705
270,0.2711
271,0.5280
272,0.1603
273,-0.3733
274,-0.2480
275,-0.0543
276,0.6255
277,0.0469
278,-0.6025
279,-0.5441
280,0.2490
281,0.1888
282,-0.3261
283,0.3264
284,0.1682
285,0.3759
286,-0.3051
287,-0.7972
