step,demand_adjustment
0,0.4237
1,-0.9367
2,-0.5868
3,0.7003
4,0.1415
5,0.1446
6,0.6979
7,0.1563
8,0.3407
9,-0.4625
10,-0.2641
11,-0.0837
12,0.0066
13,0.4050
14,-0.2937
15,-0.1220
16,0.5400
17,0.5189
18,-0.5423
19,-0.0639
20,0.1091
21,0.3162
22,0.4082
23,-0.3030
24,-0.0810
25,-0.0613
26,-0.1079
27,-0.3587
28,-0.7891
29,-0.7873
30,-0.4394
31,0.7234
32,0.3076
33,0.4715
34,0.4674
35,0.0455
36,-0.0550
37,0.3734
38,-0.7180
39,0.3135
40,0.1130
41,0.2917
42,0.2302
43,-0.0959
44,-0.3410
45,0.7613
46,0.0888
47,-0.4973
48,-0.4429
49,0.2545
50,0.0883
51,-0.0112
52,-0.4521
53,0.4046
54,0.4991
55,-0.9165
56,0.0119
57,0.0208
58,0.0100
59,-0.1522
60,0.0730
61,0.1503
62,0.1636
63,-0.5894
64,0.2955
65,0.2143
66,0.3888
67,-0.1611
68,0.2838
69,0.1442
70,-0.0956
71,-0.2563
72,-0.1224
73,-0.1765
74,0.0764
75,-0.3628
76,0.2321
77,0.5558
78,-0.4463
79,-0.5454
80,0.1936
81,0.0632
82,0.5344
83,-0.0186
84,-0.1576
85,-0.0218
86,0.5557
87,-0.4060
88,-0.4465
89,-0.2083
90,0.7833
91,0.0451
92,-0.0337
93,-0.2036
94,-0.0138
95,0.4548
96,0.6137
97,-0.0041
98,-0.9651
99,-0.5679
100,-0.5469
101,0.4418
102,-0.0000
103,-0.3433
104,-0.9425
105,-0.9902
106,-1.0000
107,-0.5538
108,0.7680
109,-0.5528
110,-0.7098
111,-0.6666
112,-0.6188
113,-0.5206
114,-0.3724
115,-0.7474
116,-0.9996
117,-0.4371
118,-0.2106
119,0.5072
120,0.5731
121,-0.4229
122,0.5855
123,-0.3246
124,0.2948
125,-0.1688
126,-0.2427
127,-0.6366
128,-0.7925
129,-0.9978
130,-0.7823
131,-0.1478
132,0.9208
133,0.7352
134,-0.8163
135,-0.3014
136,0.1053
137,0.1960
138,0.8658
139,-0.6404
140,-0.8885
141,-0.5922
142,-0.9752
143,-0.8580
144,-0.0243
145,0.8466
146,0.4384
147,0.1702
148,0.7218
149,0.3693
150,-0.3855
151,-0.2499
152,-0.3297
153,-0.0866
154,0.2545
155,-0.5859
156,-0.9805
157,-0.9973
158,-0.3232
159,0.7564
160,0.3565
161,0.2771
162,0.5141
163,0.4972
164,-0.4978
165,0.0208
166,0.0111
167,-0.1580
168,0.4258
169,0.7632
170,-0.5386
171,-0.3746
172,-0.0838
173,-0.1481
174,0.0606
175,0.2195
176,0.4920
177,-0.0462
178,0.0281
179,-0.1135
180,-0.8089
181,-0.8162
182,-0.0418
183,0.1274
184,-0.6384
185,0.2246
186,0.5509
187,-0.0846
188,0.4723
189,-0.1363
190,0.1451
191,-0.0287
192,0.4309
193,0.6395
194,0.5529
195,-0.0724
196,0.3263
197,-0.2751
198,-0.8477
199,-0.1069
200,0.0337
201,-0.0010
202,0.0180
203,0.4784
204,0.4644
205,0.4547
206,-0.6144
207,0.2059
208,-0.0182
209,0.3219
210,-0.0562
211,-0.0535
212,-0.2063
213,-0.2248
214,-0.7117
215,-1.0000
216,-0.9009
217,-0.8507
218,-0.7248
219,-0.9279
220,-0.1160
221,-0.2292
222,0.0386
223,0.0405
224,0.7129
225,0.7745
226,0.6033
227,-0.1245
228,0.3485
229,0.9597
230,0.6457
231,0.2318
232,-0.0058
233,-0.7448
234,-0.1757
235,-0.2579
236,-0.4826
237,-0.2418
238,0.0961
239,-0.1494
240,0.0922
241,0.0485
242,-0.0113
243,-0.6148
244,0.0856
245,0.4306
246,0.2229
247,0.1425
248,-0.1331
249,-0.2859
250,0.0529
251,0.0672
252,0.0788
253,0.4854
254,0.4575
255,-0.1379
256,0.0337
257,-0.8540
258,-0.3513
259,0.2276
260,-0.1244
261,0.3486
262,0.1779
263,-0.3968
264,0.1541
265,0.3856
266,0.1170
267,-0.1238
268,-0.0476
269,0.2367
270,0.2096
271,0.1152
272,0.1105
273,-0.6767
274,-0.4206
275,-0.3793
276,-0.1301
277,0.5735
278,0.6109
279,0.5837
280,-0.3973
281,-0.4722
282,-0.9943
283,-1.0000
284,-1.0000
285,-0.9986
286,-0.7014
287,-0.1932
