step,demand_adjustment
0,0.6944
1,-0.1073
2,0.0548
3,-0.4700
4,-0.3622
5,-0.2686
6,0.1169
7,-0.3325
8,-0.7438
9,0.1600
10,0.1646
11,0.5207
12,0.7876
13,-0.3003
14,0.2180
15,-0.1461
16,-0.3894
17,0.2299
18,-0.1801
19,0.3443
20,-0.1568
21,-0.1530
22,0.4377
23,-0.8928
24,0.1178
25,0.6592
26,0.5894
27,0.1694
28,-0.0791
29,-0.0222
30,0.3028
31,-0.0391
32,-0.5437
33,-0.2071
34,0.4517
35,-0.5972
36,0.1916
37,-0.2201
38,0.7852
39,-0.0057
40,0.1538
41,-0.4283
42,-0.5725
43,-0.1452
44,-0.1812
45,0.2948
46,0.0724
47,0.5836
48,0.5446
49,-0.7498
50,-0.0531
51,-0.2083
52,0.1989
53,0.0691
54,-0.2265
55,-0.4829
56,-0.2722
57,0.2708
58,-0.3427
59,0.1870
60,-0.3450
61,0.0338
62,0.5190
63,0.1463
64,0.2044
65,0.2667
66,0.0325
67,-0.3544
68,0.0014
69,-0.3881
70,-0.0826
71,-0.7020
72,-0.8582
73,-0.8329
74,-0.6261
75,-0.0647
76,0.4373
77,0.9548
78,0.4544
79,0.2252
80,-0.3917
81,0.0589
82,-0.3964
83,-0.7232
84,0.4341
85,0.4389
86,0.2804
87,0.4883
88,0.2037
89,-0.5075
90,-0.6850
91,-1.0000
92,-1.0000
93,-0.9994
94,-0.9150
95,-0.5277
96,0.5686
97,0.4108
98,-0.0830
99,-0.2318
100,0.2688
101,0.1492
102,-0.4464
103,-0.9472
104,-0.9994
105,0.1878
106,-0.3005
107,-0.9938
108,-0.4594
109,-0.9070
110,0.0902
111,-0.5320
112,-1.0000
113,-0.8314
114,-0.5965
115,-1.0000
116,-0.3566
117,0.1383
118,-0.5227
119,0.3339
120,0.2323
121,-0.0611
122,0.1664
123,-0.3076
124,0.1107
125,-0.2509
126,-0.8309
127,-0.8673
128,0.8778
129,-0.0922
130,0.3749
131,0.5587
132,0.7739
133,-0.4433
134,-0.0419
135,0.5148
136,-0.1452
137,-0.4097
138,0.3851
139,-0.3321
140,0.0276
141,-0.3878
142,0.1869
143,0.1340
144,-0.2616
145,-0.7247
146,-0.7325
147,-0.9993
148,0.1918
149,-0.8434
150,-0.5164
151,-0.5789
152,-0.4126
153,-0.6455
154,-0.9991
155,-0.6594
156,0.8342
157,0.1816
158,0.3633
159,0.1799
160,-0.1478
161,-0.3235
162,-0.1655
163,0.0381
164,0.6143
165,-0.0514
166,-0.0540
167,0.7327
168,-0.7740
169,0.2052
170,-0.0521
171,0.1407
172,-0.9688
173,-0.9508
174,0.0583
175,1.0000
176,0.6777
177,-0.0435
178,-0.1196
179,-0.1793
180,-0.4076
181,-0.9995
182,-0.6876
183,-0.3036
184,0.7276
185,0.2886
186,0.2327
187,0.5343
188,0.1164
189,-0.4937
190,-0.1373
191,-0.2627
192,-0.4691
193,0.6902
194,0.4406
195,0.4818
196,-0.2916
197,0.2116
198,-0.1029
199,0.3041
200,0.7867
201,-0.7928
202,0.8495
203,0.1914
204,-0.9659
205,-0.4610
206,0.2921
207,0.7449
208,-0.0481
209,-0.7592
210,0.6342
211,0.2487
212,0.1881
213,-0.3091
214,-0.7374
215,-0.6491
216,-0.7328
217,0.6347
218,0.1062
219,0.4965
220,0.3065
221,0.1088
222,0.1985
223,-0.1681
224,0.0340
225,0.8661
226,-0.2475
227,-0.1357
228,-0.7911
229,-0.4536
230,0.4086
231,0.0077
232,0.1875
233,0.0025
234,0.3051
235,0.0163
236,0.4252
237,0.2588
238,0.5567
239,-0.6154
240,0.0514
241,0.4509
242,-0.1410
243,-0.1450
244,-0.6047
245,-0.7657
246,-0.1201
247,0.3023
248,-0.0246
249,0.8230
250,-0.2784
251,-0.2546
252,0.6136
253,-0.3689
254,-0.0240
255,-0.5283
256,-0.3585
257,0.0460
258,-0.0725
259,0.4527
260,0.5207
261,0.1242
262,-0.7482
263,0.1743
264,-0.8209
265,0.0100
266,0.8302
267,0.2094
268,-0.1894
269,-0.5939
270,-0.0074
271,0.0097
272,0.1980
273,0.0696
274,0.0112
275,0.3012
276,0.0791
277,0.3526
278,0.6259
279,-0.1686
280,-0.1286
281,-0.0122
282,-0.3208
283,-0.5587
284,-0.2925
285,-0.3057
286,-0.9509
287,-0.9831
