step,demand_adjustment
0,0.6710
1,0.1056
2,-0.2953
3,0.4442
4,0.1089
5,0.2272
6,-0.2724
7,-0.4489
8,0.8469
9,-0.1096
10,-0.7476
11,0.9519
12,0.2179
13,-0.1903
14,-0.1126
15,0.2543
16,-0.2145
17,0.1347
18,-0.0039
19,0.2572
20,0.5856
21,0.2067
22,-0.2739
23,-0.2341
24,0.2182
25,-0.3767
26,-0.3326
27,-0.2424
28,0.2796
29,-0.3085
30,0.0985
31,0.1155
32,0.2175
33,0.0704
34,0.4402
35,-0.2298
36,0.0810
37,-0.3174
38,-0.4003
39,0.9526
40,0.3557
41,-0.8083
42,0.1110
43,0.0971
44,-0.2003
45,-0.0852
46,-0.0922
47,0.1628
48,0.0312
49,-0.1152
50,-0.0204
51,0.1690
52,-0.3271
53,-0.2023
54,-0.0185
55,0.2842
56,0.0447
57,0.0313
58,-0.2292
59,-0.4359
60,0.2103
61,-0.1696
62,-0.3936
63,0.3884
64,0.2970
65,0.2287
66,0.0604
67,-0.3257
68,0.6580
69,-0.0531
70,-0.6786
71,-0.3871
72,0.0994
73,-0.1916
74,0.5901
75,0.1553
76,0.1272
77,-0.2600
78,-0.4465
79,0.2416
80,0.2738
81,0.1419
82,-0.5404
83,0.1221
84,0.9146
85,0.6233
86,-0.3169
87,-0.6966
88,-0.8166
89,-0.1600
90,0.3613
91,0.3849
92,0.2370
93,-0.1801
94,-0.2855
95,-0.0830
96,0.2929
97,-0.2996
98,0.3582
99,0.0648
100,0.1790
101,-0.5653
102,0.3345
103,-0.4291
104,0.2671
105,0.0382
106,-0.2088
107,-0.0215
108,0.6553
109,-0.2847
110,0.3733
111,0.0294
112,-0.4873
113,0.1564
114,-0.0864
115,0.4283
116,-0.3340
117,-0.4493
118,-0.0129
119,0.0690
120,0.9539
121,0.1907
122,0.1108
123,-0.9344
124,-0.5387
125,0.4127
126,0.6873
127,-0.0860
128,-0.0753
129,-0.2215
130,0.2847
131,-0.2614
132,-0.3272
133,-0.0028
134,-0.6394
135,0.0565
136,0.6061
137,0.5725
138,0.0969
139,-0.0685
140,0.4188
141,-0.1898
142,-0.0177
143,-0.1317
144,0.3273
145,-0.8306
146,-0.4643
147,-0.1865
148,0.5284
149,0.0632
150,0.2157
151,-0.4280
152,-0.6624
153,-0.5063
154,-0.8108
155,-0.7878
156,-0.2921
157,0.3514
158,0.1819
159,0.4193
160,0.4697
161,0.3423
162,0.2392
163,-0.1031
164,0.0656
165,-0.0858
166,0.4661
167,-0.1060
168,0.0802
169,-0.0563
170,0.2758
171,0.5420
172,-0.7542
173,0.1303
174,-0.2594
175,0.2360
176,0.2271
177,0.0893
178,0.1631
179,0.1828
180,-0.4563
181,-0.9987
182,-0.4778
183,0.2172
184,0.3838
185,0.2542
186,0.1420
187,0.1531
188,-0.8561
189,-0.6636
190,-0.9039
191,0.5001
192,0.2077
193,-0.4928
194,-0.3732
195,0.7229
196,0.5452
197,0.5939
198,-0.5597
199,0.5644
200,-0.2103
201,-0.3111
202,0.1598
203,-0.2900
204,-0.8083
205,-0.8638
206,-0.0949
207,0.9079
208,0.4560
209,0.4084
210,0.0872
211,0.0698
212,0.3615
213,-0.3517
214,0.2790
215,0.1293
216,0.4061
217,-0.0596
218,0.4072
219,-0.1698
220,-0.4117
221,-0.7850
222,-0.5867
223,0.4370
224,0.2531
225,0.2367
226,0.1447
227,0.3119
228,0.4673
229,-0.1332
230,-0.0529
231,0.5073
232,-0.3494
233,0.0814
234,-0.1077
235,-0.2962
236,-0.0860
237,-0.2539
238,-0.1448
239,0.1837
240,-0.2863
241,-0.2277
242,0.1591
243,0.3221
244,-0.2576
245,0.3117
246,-0.3108
247,-0.1410
248,-0.2903
249,-0.0675
250,0.4171
251,0.3314
252,0.3107
253,-0.5410
254,-0.0835
255,0.7093
256,-0.4188
257,0.1893
258,0.2741
259,-0.2796
260,-0.5525
261,-1.0000
262,-0.1112
263,0.1758
264,0.4995
265,0.1258
266,0.3444
267,0.5003
268,-0.2547
269,-0.2673
270,-0.9165
271,0.0274
272,0.5741
273,0.0749
274,-0.5073
275,-0.8678
276,-0.0358
277,0.2119
278,0.6472
279,0.8570
280,0.2188
281,-0.7561
282,-0.1014
283,0.5156
284,0.1989
285,0.5744
286,-0.0702
287,0.0227
