step,demand_adjustment
0,1105.3345
1,1101.4971
2,1096.4443
3,1112.4442
4,1104.146
5,1115.4094
6,1104.5392
7,1106.3296
8,1118.0093
9,1105.8575
10,1094.5239
11,1113.0464
12,1112.633
13,1094.1814
14,1081.246
15,1073.0046
16,1075.5718
17,1082.2739
18,1055.9648
19,1064.2317
20,1061.1373
21,1060.0098
22,1061.0042
23,1064.7786
24,1070.1046
25,1021.4502
26,1051.8005
27,1044.8527
28,1043.877
29,1046.6102
30,1048.2986
31,1045.1561
32,1067.3999
33,1043.6235
34,1038.5023
35,1040.0195
36,1053.8826
37,1045.712
38,1034.787
39,1035.1696
40,1041.8477
41,1038.7401
42,1033.8079
43,1030.168
44,1031.6515
45,1040.069
46,1039.3938
47,1038.7101
48,1038.7195
49,1043.8737
50,1041.3668
51,1047.6116
52,1029.5061
53,1043.3533
54,1053.2278
55,1050.9465
56,1051.5613
57,1050.0339
58,1054.2175
59,1052.602
60,1061.9565
61,1069.1068
62,1059.8796
63,1079.7737
64,1077.6909
65,1073.356
66,1085.5104
67,1084.9067
68,1089.6077
69,1070.1208
70,1100.4213
71,1106.7958
72,1106.6279
73,1123.5975
74,1134.739
75,1132.6223
76,1144.0741
77,1143.9867
78,1185.0869
79,1168.8572
80,1197.6542
81,1214.2177
82,1219.7659
83,1216.6661
84,1226.6371
85,1235.4465
86,1230.5277
87,1236.6843
88,1249.194
89,1250.3533
90,1273.9227
91,1255.7964
92,1263.213
93,1253.5558
94,1257.8091
95,1284.8088
96,1251.5881
97,1251.0162
98,1239.0645
99,1248.0978
100,1224.1625
101,1227.4792
102,1216.1108
103,1211.0757
104,1202.6442
105,1204.636
106,1192.5565
107,1189.2113
108,1164.3959
109,1165.169
110,1159.7413
111,1133.8998
112,1120.4891
113,1106.0793
114,1131.5973
115,1093.7589
116,1082.0342
117,1060.1877
118,1062.2738
119,1035.4231
120,1019.6888
121,1027.0848
122,997.2296
123,1003.4862
124,984.1169
125,971.7665
126,971.9634
127,951.3711
128,958.5835
129,931.7166
130,945.1805
131,939.094
132,942.2018
133,934.1231
134,936.0966
135,909.4096
136,894.1783
137,918.1436
138,896.9884
139,890.9214
140,888.6856
141,890.6672
142,888.7965
143,893.554
144,884.8314
145,880.1979
146,888.1121
147,875.1528
148,887.4772
149,881.3239
150,898.2505
151,886.5382
152,885.8494
153,882.8781
154,863.8794
155,876.5526
156,875.7263
157,888.2583
158,884.9283
159,878.5211
160,877.5215
161,893.7293
162,885.9441
163,901.2297
164,899.1263
165,885.9851
166,891.1765
167,896.3633
168,897.2647
169,893.0059
170,893.4767
171,900.0936
172,914.5516
173,892.0369
174,905.7804
175,906.4248
176,904.499
177,925.5502
178,926.1903
179,916.8192
180,913.3096
181,910.3377
182,911.877
183,913.8562
184,917.9465
185,932.5996
186,925.3176
187,925.5714
188,926.7145
189,921.986
190,918.5706
191,946.2523
192,950.8319
193,962.376
194,964.085
195,970.0073
196,966.3074
197,976.1693
198,997.2144
199,991.3787
200,1011.7477
201,1018.0147
202,1023.337
203,1049.7733
204,1058.2693
205,1052.0417
206,1065.505
207,1080.4473
208,1097.5085
209,1117.7893
210,1130.3173
211,1150.8909
212,1153.3811
213,1165.1405
214,1176.8812
215,1189.755
216,1234.7917
217,1227.1929
218,1245.6849
219,1263.8721
220,1272.7897
221,1285.7465
222,1284.235
223,1304.2167
224,1324.0557
225,1328.1743
226,1331.3743
227,1355.9716
228,1353.8063
229,1380.2245
230,1407.1222
231,1393.0854
232,1402.8326
233,1398.4639
234,1405.0876
235,1416.2378
236,1397.2161
237,1405.4717
238,1406.2943
239,1397.2902
240,1396.373
241,1421.8105
242,1415.5845
243,1433.1803
244,1420.3492
245,1414.0698
246,1409.2673
247,1429.7361
248,1399.3086
249,1402.8057
250,1389.5573
251,1398.1315
252,1386.5662
253,1367.5449
254,1365.0931
255,1336.7262
256,1315.306
257,1311.7881
258,1285.3352
259,1275.0333
260,1271.5538
261,1264.7719
262,1262.8049
263,1191.8751
264,1172.7596
265,1185.8475
266,1206.0648
267,1331.3599
268,1318.5878
269,1310.331
270,1291.9413
271,1288.2397
272,1254.2869
273,1226.9094
274,1229.5221
275,1242.288
276,1228.1853
277,1218.5947
278,1213.2717
279,1197.9924
280,1199.2295
281,1167.7509
282,1139.7881
283,1146.9241
284,1139.7549
285,1108.7367
286,1090.9501
287,1086.1614
288,1076.8275
289,1070.5131
290,1060.3982
291,1062.9082
292,1080.3602
293,1054.1127
294,1059.1995
295,1028.7489
296,1031.8279
297,1014.9712
298,1016.5717
299,990.8646
300,968.6381
301,1058.8862
302,1067.7205
303,1088.7224
