step,demand_adjustment
0,1150.9745
1,1155.0289
2,1143.4865
3,1134.3457
4,1137.1707
5,1123.9414
6,1141.2697
7,1118.9916
8,1115.6835
9,1114.2126
10,1109.5497
11,1102.4348
12,1109.5651
13,1110.0103
14,1098.6191
15,1097.4161
16,1089.2906
17,1090.0044
18,1087.2411
19,1074.5435
20,1085.983
21,1078.6183
22,1078.3174
23,1075.9377
24,1069.4
25,1065.4553
26,1066.6797
27,1068.5459
28,1061.5688
29,1059.9573
30,1065.1448
31,1066.1415
32,1082.876
33,1087.1677
34,1064.8508
35,1060.9047
36,1058.1318
37,1050.0698
38,1061.1849
39,1063.7961
40,1057.3594
41,1051.6338
42,1051.9844
43,1051.165
44,1048.4904
45,1052.7623
46,1046.4519
47,1051.2559
48,1051.3657
49,1066.9631
50,1047.736
51,1050.1042
52,1051.8931
53,1043.2373
54,1046.1876
55,1034.185
56,1047.1703
57,1059.5352
58,1056.1329
59,1041.3428
60,1042.0156
61,1049.031
62,1045.4474
63,1064.6538
64,1053.8278
65,1051.4375
66,1062.4299
67,1061.3508
68,1056.5238
69,1084.6017
70,1060.2516
71,1065.2545
72,1073.9414
73,1058.5413
74,1061.1558
75,1069.3988
76,1069.5742
77,1082.5024
78,1074.9299
79,1071.465
80,1083.2007
81,1078.131
82,1091.6355
83,1088.5862
84,1083.4786
85,1090.8899
86,1090.8062
87,1094.5505
88,1094.3544
89,1086.3777
90,1083.8944
91,1086.7817
92,1086.6272
93,1068.5969
94,1070.2349
95,1083.0845
96,1071.0847
97,1059.3247
98,1067.014
99,1052.1566
100,1033.9855
101,1051.2471
102,1059.8184
103,1046.3276
104,1028.9359
105,1020.4815
106,1012.1586
107,1004.3557
108,1003.2214
109,987.406
110,986.7377
111,966.6005
112,963.0126
113,962.476
114,961.6808
115,947.98
116,950.3167
117,935.997
118,932.4908
119,920.6061
120,955.4503
121,929.6337
122,910.9136
123,925.6686
124,916.9836
125,915.1397
126,910.3031
127,906.5203
128,907.7451
129,897.5697
130,908.9495
131,902.2976
132,904.0013
133,892.4533
134,894.1834
135,904.1151
136,891.7699
137,896.7957
138,904.0083
139,898.8533
140,902.985
141,913.3519
142,913.3811
143,912.1245
144,915.8486
145,920.932
146,927.1411
147,927.6128
148,951.6792
149,945.7669
150,950.7031
151,942.1184
152,949.1559
153,957.4877
154,961.7792
155,967.4425
156,964.7649
157,976.6082
158,986.7084
159,996.6084
160,989.564
161,993.2293
162,1010.0658
163,1003.751
164,1013.8801
165,1016.2036
166,1021.8844
167,1050.8486
168,1034.4186
169,1049.3549
170,1049.757
171,1045.7003
172,1030.4263
173,1070.5961
174,1071.8158
175,1095.138
176,1105.8406
177,1093.2556
178,1091.3975
179,1100.7004
180,1088.0494
181,1112.909
182,1133.8745
183,1161.5739
184,1173.2095
185,1148.7275
186,1171.7068
187,1169.4445
188,1204.0192
189,1200.7787
190,1192.5358
191,1211.1787
192,1212.8322
193,1216.3533
194,1234.413
195,1263.9177
196,1269.1434
197,1269.7551
198,1281.1952
199,1310.659
200,1322.9271
201,1329.716
202,1343.5615
203,1369.0728
204,1396.2745
205,1409.2192
206,1419.2418
207,1428.9913
208,1447.5859
209,1462.619
210,1449.0497
211,1476.4373
212,1508.6218
213,1516.2008
214,1526.0902
215,1536.7274
216,1546.0857
217,1549.117
218,1556.7948
219,1562.7933
220,1576.818
221,1585.9021
222,1591.1903
223,1588.8275
224,1583.8597
225,1583.2493
226,1592.6342
227,1596.195
228,1596.9854
229,1578.4896
230,1571.7571
231,1586.711
232,1594.2643
233,1602.7423
234,1613.2732
235,1599.842
236,1586.3381
237,1583.1907
238,1581.044
239,1585.602
240,1580.2162
241,1560.6266
242,1563.3774
243,1558.5972
244,1553.3695
245,1534.0182
246,1527.7533
247,1531.7229
248,1523.4471
249,1496.543
250,1502.65
251,1493.9231
252,1483.8258
253,1480.603
254,1458.5258
255,1505.4585
256,1446.8326
257,1453.4369
258,1428.837
259,1416.9244
260,1406.9591
261,1395.5651
262,1385.5054
263,1370.1279
264,1362.584
265,1353.5511
266,1355.152
267,1345.3232
268,1340.2858
269,1333.5542
270,1322.8824
271,1298.2408
272,1294.8132
273,1285.9567
274,1279.6147
275,1271.0569
276,1249.005
277,1255.1804
278,1237.5021
279,1236.8751
280,1219.3312
281,1212.6528
282,1222.8656
283,1199.9866
284,1208.0471
285,1184.9734
286,1188.1167
287,1179.2557
288,1173.8986
289,1163.0503
