step,demand_adjustment
0,1239.676
1,1243.3518
2,1236.6772
3,1227.488
4,1233.9031
5,1225.673
6,1225.3132
7,1208.7211
8,1227.7898
9,1214.8008
10,1203.7648
11,1207.0553
12,1183.9156
13,1189.6945
14,1189.2887
15,1190.2312
16,1202.9961
17,1173.2926
18,1167.4846
19,1171.775
20,1155.5205
21,1163.5146
22,1151.7151
23,1165.7168
24,1143.6167
25,1162.4716
26,1165.9753
27,1138.9363
28,1154.7789
29,1145.3733
30,1149.2429
31,1134.025
32,1146.8593
33,1135.4194
34,1139.6907
35,1138.0792
36,1126.5427
37,1134.2893
38,1129.4636
39,1139.0206
40,1134.2661
41,1134.8375
42,1129.1604
43,1124.5979
44,1129.6522
45,1132.8485
46,1128.9197
47,1131.3113
48,1119.094
49,1122.07
50,1138.9723
51,1124.0063
52,1117.6007
53,1119.7141
54,1128.732
55,1133.6724
56,1146.4908
57,1134.9275
58,1145.9471
59,1148.1865
60,1140.096
61,1143.148
62,1149.4209
63,1175.4103
64,1156.4352
65,1180.9274
66,1158.6843
67,1186.6809
68,1187.5264
69,1204.4435
70,1198.714
71,1212.3918
72,1208.2919
73,1215.1857
74,1240.0273
75,1240.8461
76,1242.7499
77,1248.2595
78,1264.1543
79,1284.4795
80,1266.38
81,1302.904
82,1305.0837
83,1312.3551
84,1321.8542
85,1304.6093
86,1299.6687
87,1317.3055
88,1321.6589
89,1322.6658
90,1322.7267
91,1311.6351
92,1320.6234
93,1280.8428
94,1302.8356
95,1312.0911
96,1269.8813
97,1253.0085
98,1258.2148
99,1232.9066
100,1244.8943
101,1228.5538
102,1222.7638
103,1213.3318
104,1198.6152
105,1187.9133
106,1179.7433
107,1175.8068
108,1154.1006
109,1135.542
110,1150.083
111,1117.3545
112,1142.2229
113,1132.7668
114,1133.1904
115,1130.1896
116,1102.0046
117,1110.3362
118,1071.0732
119,1079.5072
120,1088.1931
121,1066.2942
122,1061.138
123,1057.828
124,1055.0652
125,1060.7859
126,1050.9299
127,1032.5841
128,1035.1581
129,1028.461
130,1038.3032
131,1031.2924
132,1033.5942
133,1032.5042
134,1020.1054
135,1044.8016
136,1043.4628
137,1045.1854
138,1057.104
139,1042.8054
140,1077.0085
141,1080.5574
142,1081.3069
143,1104.4386
144,1105.9421
145,1118.0468
146,1097.1049
147,1125.4922
148,1102.9668
149,1112.3994
150,1119.9912
151,1117.0964
152,1106.2505
153,1123.2798
154,1125.8207
155,1108.5232
156,1129.9977
157,1122.7946
158,1070.0586
159,1121.7478
160,1121.0874
161,1158.304
162,1162.4258
163,1168.8354
164,1173.3577
165,1166.7139
166,1174.0867
167,1204.0103
168,1206.4927
169,1219.2483
170,1204.0173
171,1209.3702
172,1184.6619
173,1204.244
174,1224.4304
175,1212.8213
176,1224.2454
177,1219.7305
178,1198.9492
179,1244.1204
180,1246.9509
181,1273.8259
182,1280.2905
183,1283.5256
184,1293.271
185,1303.7028
186,1288.9044
187,1314.8477
188,1294.3533
189,1308.752
190,1315.801
191,1318.8708
192,1342.2001
193,1328.6426
194,1358.3726
195,1380.1357
196,1394.3813
197,1374.2502
198,1344.6548
199,1380.2246
200,1406.8794
201,1408.2822
202,1418.1218
203,1418.4492
204,1457.6547
205,1483.154
206,1486.5251
207,1515.296
208,1502.1873
209,1525.5098
210,1530.3782
211,1563.7261
212,1567.0034
213,1559.1106
214,1551.7628
215,1590.3606
216,1605.2343
217,1596.1016
218,1600.4573
219,1616.9081
220,1633.3839
221,1606.8666
222,1636.7483
223,1633.0364
224,1626.6874
225,1631.0645
226,1646.1125
227,1634.9309
228,1650.3098
229,1633.5029
230,1635.021
231,1647.5144
232,1659.2268
233,1672.6766
234,1654.0094
235,1656.5995
236,1658.8074
237,1667.0333
238,1665.2871
239,1665.1953
240,1671.5032
241,1659.0012
242,1663.7081
243,1664.6089
244,1663.1887
245,1658.2408
246,1653.1255
247,1640.0504
248,1646.7943
249,1632.8668
250,1640.6892
251,1625.8472
252,1606.5857
253,1612.9263
254,1606.5875
255,1588.6221
256,1579.063
257,1580.7122
258,1570.1042
259,1551.6321
260,1564.8013
261,1564.2224
262,1544.6929
263,1523.4629
264,1525.5818
265,1523.3845
266,1516.6558
267,1507.9231
268,1476.6365
269,1489.0288
270,1462.4196
271,1488.548
272,1458.294
273,1454.7091
274,1452.8663
275,1418.5693
276,1424.2253
277,1402.2551
278,1402.9688
279,1388.9915
280,1382.9712
281,1376.1306
282,1353.3889
283,1354.0194
284,1356.5605
285,1358.844
286,1343.5957
287,1325.9258
288,1327.5481
289,1320.729
290,1311.3176
291,1327.0974
292,1313.519
293,1297.7594
294,1295.5355
295,1285.3789
