step,demand_adjustment
0,1178.0322
1,1210.0931
2,1180.8829
3,1182.1017
4,1168.7688
5,1170.5258
6,1157.208
7,1170.6111
8,1161.6024
9,1166.0015
10,1149.3152
11,1153.7731
12,1146.2936
13,1138.8021
14,1127.885
15,1129.6919
16,1118.7915
17,1120.1653
18,1136.9448
19,1121.2329
20,1121.3901
21,1127.3364
22,1122.1742
23,1128.0554
24,1112.4991
25,1109.8376
26,1117.1791
27,1101.3303
28,1114.53
29,1108.4519
30,1105.9199
31,1092.8701
32,1117.1135
33,1098.8564
34,1103.7168
35,1102.3334
36,1089.088
37,1104.3799
38,1103.5674
39,1074.5159
40,1099.4315
41,1075.0139
42,1092.3761
43,1091.245
44,1093.5586
45,1094.0408
46,1080.5312
47,1086.4092
48,1081.1217
49,1086.5713
50,1088.1475
51,1082.6777
52,1100.9971
53,1080.388
54,1080.0929
55,1080.9313
56,1094.3889
57,1093.3715
58,1089.2063
59,1100.9618
60,1099.7295
61,1084.9058
62,1106.4634
63,1096.8894
64,1096.051
65,1097.5253
66,1106.9807
67,1089.6562
68,1101.993
69,1101.6168
70,1104.4641
71,1104.9685
72,1094.1447
73,1116.6107
74,1116.9402
75,1134.1975
76,1127.0791
77,1132.6919
78,1125.3905
79,1119.102
80,1118.7872
81,1127.8658
82,1131.6573
83,1136.4984
84,1135.1714
85,1133.6475
86,1131.458
87,1128.2433
88,1135.2018
89,1148.2261
90,1146.6161
91,1149.0107
92,1147.9697
93,1143.5405
94,1153.2772
95,1135.7639
96,1137.4893
97,1135.675
98,1155.4979
99,1151.9225
100,1138.9957
101,1140.0315
102,1150.7338
103,1153.2231
104,1159.4607
105,1148.6866
106,1149.8297
107,1138.3871
108,1135.1469
109,1134.9873
110,1123.0953
111,1112.5505
112,1091.4832
113,1102.4875
114,1111.5702
115,1113.7156
116,1105.6816
117,1080.6855
118,1086.3132
119,1094.0886
120,1062.7384
121,1062.0121
122,1054.1719
123,1043.5116
124,1028.45
125,1036.4819
126,1039.6412
127,1000.1779
128,992.7138
129,988.5712
130,947.4862
131,930.5045
132,970.9639
133,949.0859
134,948.3672
135,953.1149
136,964.6152
137,960.888
138,955.3073
139,930.5874
140,962.8182
141,952.9014
142,941.3208
143,948.2184
144,974.116
145,961.4421
146,946.2665
147,957.3539
148,987.5165
149,944.1852
150,958.1638
151,944.4316
152,957.9565
153,983.1287
154,982.5721
155,984.1649
156,963.3738
157,977.1917
158,967.3355
159,992.2015
160,1000.2783
161,998.7433
162,993.7015
163,1039.8245
164,1057.236
165,1028.1074
166,1033.9482
167,1020.5761
168,1008.4288
169,979.7846
170,1015.3713
171,1012.3121
172,1020.6082
173,1026.073
174,1029.0929
175,1022.999
176,1054.442
177,1062.8905
178,1048.8986
179,1038.9213
180,1017.1254
181,1022.8471
182,1005.1096
183,1015.929
184,1058.5806
185,1075.2633
186,1059.7179
187,1069.607
188,1081.1534
189,1054.5806
190,1074.886
191,1089.274
192,1084.8921
193,1096.5785
194,1142.242
195,1144.1738
196,1155.0731
197,1152.8608
198,1163.4656
199,1161.5161
200,1149.4022
201,1152.9204
202,1167.0096
203,1191.2953
204,1191.5166
205,1206.214
206,1205.0521
207,1222.186
208,1231.045
209,1247.9873
210,1252.1868
211,1251.2151
212,1250.0675
213,1281.9985
214,1289.8762
215,1299.5023
216,1317.5841
217,1314.3342
218,1317.1451
219,1346.3096
220,1342.8423
221,1355.3228
222,1379.5447
223,1381.0897
224,1387.2043
225,1370.7732
226,1402.3003
227,1427.4114
228,1374.2327
229,1402.0342
230,1405.5973
231,1418.355
232,1408.1837
233,1388.613
234,1437.5935
235,1442.5264
236,1451.512
237,1432.7937
238,1417.1823
239,1436.5454
240,1424.0701
241,1409.7737
242,1408.5352
243,1428.0302
244,1409.8097
245,1400.0945
246,1381.0862
247,1406.38
248,1390.9299
249,1383.9648
250,1355.081
251,1380.7516
252,1342.6388
253,1341.8713
254,1340.3241
255,1340.666
256,1325.4475
257,1302.9893
258,1307.3202
259,1304.8428
260,1290.616
261,1277.6578
262,1262.3911
263,1273.2671
264,1263.0444
265,1259.9514
266,1253.739
267,1245.179
268,1236.7916
269,1231.7758
270,1221.6216
271,1217.6362
272,1201.1469
273,1205.4092
274,1198.7877
275,1178.6779
276,1177.3138
277,1179.4203
278,1156.284
279,1170.8956
280,1167.9319
281,1159.3937
282,1149.3965
283,1125.7051
284,1140.0237
285,1127.7731
286,1113.222
287,1109.6542
