arrivaltime,workplace
1,0.0
2,0.0
3,2.0
4,2.0
5,0.0
6,4.0
7,0.0
8,1.0
9,0.0
10,0.0
11,8.0
12,0.0
13,0.0
14,0.0
15,2.0
16,0.0
17,0.0
18,0.0
19,0.0
20,2.0
21,0.0
22,1.0
23,2.0
24,4.0
25,6.0
26,2.0
27,4.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,1.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,2.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,4.0
60,4.0
61,2.0
62,4.0
63,2.0
64,2.0
65,0.0
66,4.0
67,2.0
68,0.0
69,2.0
70,10.0
71,30.0
72,59.0
73,6.0
74,6.0
75,4.0
76,10.0
77,9.0
78,8.0
79,13.0
80,20.0
81,9.0
82,27.0
83,36.0
84,49.0
85,17.0
86,10.0
87,24.0
88,15.0
89,15.0
90,21.0
91,12.0
92,41.0
93,21.0
94,32.0
95,46.0
96,48.0
97,57.0
98,42.0
99,42.0
100,57.0
101,55.0
102,69.0
103,59.0
104,79.0
105,48.0
106,61.0
107,67.0
108,63.0
109,64.0
110,64.0
111,81.0
112,51.0
113,47.0
114,41.0
115,25.0
116,33.0
117,43.0
118,50.0
119,55.0
120,45.0
121,46.0
122,39.0
123,38.0
124,39.0
125,33.0
126,62.0
127,57.0
128,56.0
129,63.0
130,64.0
131,62.0
132,65.0
133,74.0
134,56.0
135,63.0
136,64.0
137,34.0
138,40.0
139,53.0
140,76.0
141,70.0
142,60.0
143,68.0
144,58.0
145,64.0
146,77.0
147,57.0
148,41.0
149,53.0
150,62.0
151,80.0
152,59.0
153,48.0
154,69.0
155,54.0
156,63.0
157,79.0
158,71.0
159,60.0
160,59.0
161,83.0
162,70.0
163,63.0
164,79.0
165,69.0
166,83.0
167,67.0
168,64.0
169,60.0
170,69.0
171,55.0
172,60.0
173,44.0
174,51.0
175,30.0
176,57.0
177,40.0
178,45.0
179,71.0
180,56.0
181,67.0
182,67.0
183,71.0
184,60.0
185,55.0
186,57.0
187,57.0
188,57.0
189,76.0
190,82.0
191,64.0
192,74.0
193,55.0
194,49.0
195,41.0
196,52.0
197,32.0
198,41.0
199,66.0
200,52.0
201,49.0
202,33.0
203,60.0
204,43.0
205,36.0
206,49.0
207,34.0
208,43.0
209,42.0
210,34.0
211,47.0
212,30.0
213,45.0
214,37.0
215,28.0
216,52.0
217,32.0
218,34.0
219,23.0
220,38.0
221,39.0
222,41.0
223,31.0
224,35.0
225,30.0
226,29.0
227,31.0
228,35.0
229,24.0
230,27.0
231,31.0
232,24.0
233,29.0
234,25.0
235,19.0
236,18.0
237,15.0
238,28.0
239,26.0
240,10.0
241,9.0
242,17.0
243,18.0
244,22.0
245,20.0
246,14.0
247,16.0
248,9.0
249,17.0
250,10.0
251,19.0
252,17.0
253,2.0
254,16.0
255,11.0
256,8.0
257,7.0
258,13.0
259,7.0
260,6.0
261,12.0
262,14.0
263,8.0
264,6.0
265,8.0
266,14.0
267,8.0
268,4.0
269,8.0
270,4.0
271,3.0
272,5.0
273,8.0
274,4.0
275,11.0
276,6.0
277,4.0
278,5.0
279,0.0
280,0.0
281,2.0
282,6.0
283,6.0
284,0.0
285,4.0
286,2.0
287,2.0
288,2.0
