arrivaltime,workplace
1,0.0
2,0.0
3,0.0
4,0.0
5,2.0
6,1.0
7,0.0
8,2.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,3.0
18,2.0
19,0.0
20,0.0
21,0.0
22,1.0
23,0.0
24,2.0
25,0.0
26,2.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,1.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1.0
40,1.0
41,0.0
42,0.0
43,0.0
44,1.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,2.0
51,0.0
52,2.0
53,4.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.0
63,0.0
64,0.0
65,5.0
66,3.0
67,21.0
68,30.0
69,6.0
70,0.0
71,4.0
72,4.0
73,7.0
74,16.0
75,16.0
76,12.0
77,23.0
78,43.0
79,38.0
80,20.0
81,27.0
82,19.0
83,27.0
84,47.0
85,24.0
86,19.0
87,26.0
88,16.0
89,20.0
90,29.0
91,21.0
92,39.0
93,38.0
94,41.0
95,61.0
96,67.0
97,63.0
98,59.0
99,64.0
100,80.0
101,91.0
102,101.0
103,67.0
104,48.0
105,44.0
106,49.0
107,38.0
108,48.0
109,51.0
110,42.0
111,60.0
112,31.0
113,33.0
114,40.0
115,54.0
116,55.0
117,43.0
118,22.0
119,27.0
120,33.0
121,38.0
122,30.0
123,31.0
124,45.0
125,39.0
126,48.0
127,36.0
128,27.0
129,22.0
130,36.0
131,31.0
132,17.0
133,33.0
134,39.0
135,49.0
136,57.0
137,58.0
138,43.0
139,37.0
140,38.0
141,37.0
142,53.0
143,39.0
144,64.0
145,33.0
146,46.0
147,39.0
148,23.0
149,74.0
150,76.0
151,60.0
152,34.0
153,44.0
154,32.0
155,63.0
156,44.0
157,46.0
158,37.0
159,66.0
160,43.0
161,55.0
162,34.0
163,34.0
164,31.0
165,32.0
166,50.0
167,32.0
168,53.0
169,38.0
170,43.0
171,37.0
172,29.0
173,41.0
174,41.0
175,32.0
176,40.0
177,27.0
178,34.0
179,48.0
180,40.0
181,37.0
182,47.0
183,46.0
184,38.0
185,39.0
186,44.0
187,50.0
188,38.0
189,50.0
190,43.0
191,43.0
192,63.0
193,51.0
194,45.0
195,58.0
196,49.0
197,43.0
198,53.0
199,31.0
200,27.0
201,38.0
202,51.0
203,51.0
204,60.0
205,40.0
206,51.0
207,53.0
208,52.0
209,36.0
210,28.0
211,36.0
212,35.0
213,43.0
214,39.0
215,41.0
216,60.0
217,47.0
218,44.0
219,42.0
220,37.0
221,46.0
222,53.0
223,43.0
224,36.0
225,34.0
226,35.0
227,34.0
228,26.0
229,40.0
230,39.0
231,35.0
232,32.0
233,25.0
234,15.0
235,21.0
236,19.0
237,19.0
238,22.0
239,17.0
240,20.0
241,24.0
242,14.0
243,16.0
244,5.0
245,12.0
246,8.0
247,20.0
248,10.0
249,24.0
250,7.0
251,6.0
252,15.0
253,7.0
254,11.0
255,2.0
256,10.0
257,6.0
258,15.0
259,6.0
260,3.0
261,3.0
262,4.0
263,4.0
264,2.0
265,4.0
266,0.0
267,8.0
268,5.0
269,4.0
270,0.0
271,3.0
272,2.0
273,0.0
274,5.0
275,2.0
276,6.0
277,2.0
278,1.0
279,2.0
280,1.0
281,0.0
282,0.0
283,0.0
284,0.0
285,2.0
286,0.0
287,2.0
288,0.0
