arrivaltime,workplace
1,2.0
2,2.0
3,0.0
4,2.0
5,0.0
6,2.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,2.0
13,0.0
14,3.0
15,1.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,1.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,2.0
37,0.0
38,0.0
39,0.0
40,2.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,2.0
52,0.0
53,0.0
54,0.0
55,2.0
56,0.0
57,0.0
58,0.0
59,0.0
60,2.0
61,0.0
62,0.0
63,0.0
64,2.0
65,0.0
66,0.0
67,0.0
68,2.0
69,1.0
70,1.0
71,2.0
72,2.0
73,1.0
74,1.0
75,7.0
76,8.0
77,11.0
78,16.0
79,36.0
80,20.0
81,28.0
82,27.0
83,14.0
84,15.0
85,19.0
86,16.0
87,19.0
88,19.0
89,14.0
90,20.0
91,5.0
92,4.0
93,20.0
94,16.0
95,7.0
96,18.0
97,14.0
98,4.0
99,21.0
100,22.0
101,29.0
102,10.0
103,26.0
104,36.0
105,15.0
106,35.0
107,30.0
108,50.0
109,28.0
110,24.0
111,24.0
112,21.0
113,24.0
114,22.0
115,24.0
116,30.0
117,24.0
118,17.0
119,19.0
120,19.0
121,24.0
122,24.0
123,21.0
124,17.0
125,20.0
126,18.0
127,23.0
128,21.0
129,19.0
130,8.0
131,10.0
132,16.0
133,13.0
134,28.0
135,31.0
136,25.0
137,9.0
138,13.0
139,11.0
140,15.0
141,26.0
142,18.0
143,14.0
144,16.0
145,17.0
146,23.0
147,18.0
148,9.0
149,17.0
150,17.0
151,24.0
152,16.0
153,25.0
154,18.0
155,21.0
156,12.0
157,11.0
158,9.0
159,15.0
160,16.0
161,20.0
162,12.0
163,8.0
164,14.0
165,14.0
166,6.0
167,20.0
168,15.0
169,20.0
170,13.0
171,19.0
172,18.0
173,13.0
174,8.0
175,24.0
176,20.0
177,10.0
178,14.0
179,9.0
180,15.0
181,11.0
182,21.0
183,15.0
184,14.0
185,14.0
186,16.0
187,21.0
188,20.0
189,18.0
190,13.0
191,9.0
192,21.0
193,23.0
194,26.0
195,27.0
196,33.0
197,30.0
198,22.0
199,18.0
200,25.0
201,25.0
202,17.0
203,20.0
204,37.0
205,26.0
206,22.0
207,23.0
208,20.0
209,31.0
210,16.0
211,22.0
212,22.0
213,26.0
214,21.0
215,11.0
216,13.0
217,15.0
218,18.0
219,15.0
220,8.0
221,12.0
222,19.0
223,11.0
224,9.0
225,12.0
226,20.0
227,9.0
228,1.0
229,14.0
230,7.0
231,4.0
232,8.0
233,6.0
234,1.0
235,5.0
236,7.0
237,3.0
238,12.0
239,8.0
240,7.0
241,6.0
242,11.0
243,1.0
244,3.0
245,3.0
246,5.0
247,3.0
248,4.0
249,2.0
250,0.0
251,6.0
252,2.0
253,3.0
254,0.0
255,1.0
256,2.0
257,1.0
258,0.0
259,1.0
260,2.0
261,2.0
262,3.0
263,3.0
264,6.0
265,0.0
266,3.0
267,1.0
268,0.0
269,4.0
270,4.0
271,3.0
272,2.0
273,1.0
274,0.0
275,0.0
276,4.0
277,3.0
278,2.0
279,4.0
280,0.0
281,0.0
282,3.0
283,0.0
284,0.0
285,0.0
286,1.0
287,0.0
288,2.0
