arrivaltime,workplace
1,0.0
2,2.0
3,4.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,2.0
13,2.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,2.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,4.0
70,0.0
71,0.0
72,0.0
73,2.0
74,4.0
75,4.0
76,2.0
77,2.0
78,0.0
79,4.0
80,0.0
81,2.0
82,4.0
83,6.0
84,2.0
85,2.0
86,6.0
87,2.0
88,8.0
89,8.0
90,2.0
91,10.0
92,2.0
93,6.0
94,14.0
95,16.0
96,12.0
97,14.0
98,20.0
99,14.0
100,18.0
101,36.0
102,20.0
103,22.0
104,24.0
105,32.0
106,36.0
107,44.0
108,54.0
109,32.0
110,40.0
111,40.0
112,30.0
113,24.0
114,36.0
115,28.0
116,24.0
117,20.0
118,26.0
119,42.0
120,38.0
121,26.0
122,24.0
123,26.0
124,32.0
125,18.0
126,26.0
127,14.0
128,20.0
129,38.0
130,38.0
131,24.0
132,36.0
133,36.0
134,58.0
135,30.0
136,18.0
137,30.0
138,34.0
139,46.0
140,48.0
141,38.0
142,56.0
143,56.0
144,60.0
145,80.0
146,50.0
147,32.0
148,54.0
149,76.0
150,58.0
151,42.0
152,70.0
153,64.0
154,36.0
155,56.0
156,48.0
157,90.0
158,46.0
159,42.0
160,52.0
161,68.0
162,58.0
163,52.0
164,34.0
165,30.0
166,40.0
167,34.0
168,56.0
169,40.0
170,42.0
171,36.0
172,38.0
173,32.0
174,42.0
175,48.0
176,36.0
177,34.0
178,24.0
179,38.0
180,34.0
181,38.0
182,32.0
183,26.0
184,22.0
185,40.0
186,28.0
187,22.0
188,32.0
189,20.0
190,24.0
191,34.0
192,38.0
193,34.0
194,36.0
195,36.0
196,32.0
197,32.0
198,40.0
199,44.0
200,36.0
201,28.0
202,42.0
203,60.0
204,60.0
205,66.0
206,58.0
207,50.0
208,66.0
209,74.0
210,86.0
211,106.0
212,80.0
213,84.0
214,80.0
215,90.0
216,70.0
217,76.0
218,100.0
219,120.0
220,78.0
221,82.0
222,88.0
223,80.0
224,64.0
225,68.0
226,46.0
227,48.0
228,58.0
229,60.0
230,38.0
231,54.0
232,38.0
233,44.0
234,40.0
235,50.0
236,32.0
237,34.0
238,26.0
239,20.0
240,10.0
241,18.0
242,12.0
243,14.0
244,6.0
245,22.0
246,16.0
247,8.0
248,8.0
249,12.0
250,10.0
251,12.0
252,4.0
253,6.0
254,8.0
255,12.0
256,10.0
257,4.0
258,8.0
259,2.0
260,8.0
261,4.0
262,0.0
263,0.0
264,4.0
265,4.0
266,0.0
267,6.0
268,2.0
269,2.0
270,2.0
271,4.0
272,4.0
273,2.0
274,0.0
275,0.0
276,0.0
277,0.0
278,2.0
279,0.0
280,0.0
281,0.0
282,2.0
283,2.0
284,2.0
285,0.0
286,2.0
287,0.0
288,0.0
