ev_id,connection_minutes_5min,required_soc_percent
1654,114,27.856
1655,71,33.3
1656,41,39.96
1657,125,24.0
1658,75,37.5
1659,52,22.38
1660,65,14.56
1661,53,40.0
1662,48,6.594
1663,38,21.942
1664,21,6.048
1665,40,56.88
1666,81,16.0
1667,40,17.4
1668,54,42.84
1669,40,100.0
1670,27,16.0
1671,60,42.5
1672,51,13.074
1673,19,16.382
1674,34,12.92
1675,15,13.492
1676,10,5.272
1677,20,32.0
1678,102,12.016
1679,135,13.32
1680,118,40.0
1681,69,22.092
1682,119,32.0
1683,58,11.246
1684,126,24.366
1685,110,34.976
1686,109,36.0
1687,119,36.0
1688,125,37.5
1689,85,40.0
1690,71,48.0
1691,67,34.824
1692,125,14.0
1693,114,15.696
1694,103,19.556
1695,118,100.0
1696,120,65.0
1697,112,95.0
1698,126,7.082
1699,119,24.0
1700,143,48.0
1701,120,10.296
1702,124,22.0
1703,124,29.84
1704,116,34.862
1705,112,40.0
1706,103,32.0
1707,121,30.25
1708,95,47.74
1709,44,40.0
1710,36,40.0
1711,50,31.378
1712,61,15.89
1713,119,34.26
1714,123,35.03
1715,139,20.0
1716,110,24.0
1717,115,17.4
1718,105,22.604
1719,123,24.0
1720,101,25.0
1721,110,32.0
1722,105,18.564
1723,110,100.0
1724,88,24.0
1725,108,24.526
1726,107,42.5
1727,88,16.0
1728,14,13.398
1729,28,1.826
1730,74,40.0
1731,52,18.0
1732,49,2.728
1733,53,27.434
1734,341,34.844
1735,70,90.0
1736,36,24.792
1737,32,19.98
1738,117,20.0
1739,19,56.88
1740,54,30.4
1741,21,12.92
1742,20,32.0
1743,23,9.31
1744,16,40.0
1745,29,24.0
1746,130,13.32
1747,117,40.0
1748,116,32.0
1749,60,34.796
1750,97,12.2775
1751,113,36.0
1752,110,35.22
1753,115,37.5
1754,117,75.0
1755,120,35.45
1756,124,24.0
1757,112,25.0
1758,116,3.536
1759,68,72.0
1760,102,20.942
1761,121,13.204
1762,123,10.058
1763,123,18.0
1764,116,13.366
1765,89,40.0
1766,152,11.692
1767,133,38.01
1768,115,56.866
1769,106,15.604
1770,118,40.0
1771,122,40.0
1772,108,23.884
1773,27,17.298
1774,49,32.4256
1775,111,19.98
1776,104,6.118
1777,95,43.5813
1778,123,32.3
1779,114,75.0
1780,115,23.506
1781,107,26.64
1782,115,90.0
1783,128,32.0
1784,113,24.016
1785,116,20.0
1786,135,16.0
1787,85,22.84
1788,117,23.444
1789,84,16.0
1790,107,37.31
1791,107,100.0
1792,75,45.9889
1793,98,22.23
1794,113,22.808
1795,49,10.888
1796,59,11.41
1797,14,40.0
1798,72,24.612
1799,54,40.0
1800,54,8.36
1801,49,40.0
1802,31,15.0
1803,35,32.0
1804,60,30.4
1805,32,81.9
1806,33,19.98
1807,25,32.0
1808,66,20.0
1809,22,40.0
1810,130,13.32
1811,123,40.0
1812,142,45.0128
1813,63,18.94
1814,63,57.12
1815,56,11.368
1816,116,24.0
1817,60,36.0
1818,91,40.0
1819,136,24.8058
1820,43,8.238
1821,119,55.0
1822,111,24.0
1823,60,56.0
1824,96,37.9609
1825,57,5.5
1826,102,36.0
1827,128,18.0
1828,112,25.6757
1829,104,7.54
1830,110,15.9094
1831,101,40.8923
1832,124,24.0
1833,131,43.8959
1834,52,24.0
1835,103,67.5
1836,121,32.4562
1837,110,48.0
1838,110,22.38
1839,110,27.3425
1840,103,8.1069
1841,101,40.0
1842,108,20.0
1843,130,20.0
1844,103,33.36
1845,91,87.783
1846,62,28.4425
1847,108,100.0
1848,141,25.904
1849,90,20.0
1850,47,40.92
1851,123,17.4
1852,95,60.0
1853,90,33.3
1854,92,40.0
1855,123,25.0628
1856,111,24.6934
1857,107,80.0
1858,31,100.0
1859,38,20.196
1860,86,24.0
1861,102,40.0
1862,112,48.0
1863,39,2.5978
1864,78,42.7573
1865,24,5.008
1866,29,36.0
1867,52,48.0
1868,59,19.98
1869,25,17.732
1870,52,32.3
1871,49,20.4076
1872,24,15.595
1873,43,36.8212
1874,35,12.23
1875,46,42.5
1876,17,6.676
1877,16,2.124
1878,11,20.0
1879,56,20.0
1880,76,40.0
1881,130,28.414
1882,50,12.436
1883,33,8.934
1884,38,32.0
1885,17,12.448
1886,26,10.0
1887,9,4.486
1888,126,13.32
1889,116,48.0
1890,87,23.482
1891,119,100.0
1892,103,40.0
1893,116,40.0
1894,132,32.0
1895,115,24.15
1896,80,31.156
1897,118,32.0
1898,58,11.42
1899,115,43.82
1900,117,37.5
1901,130,24.0
1902,143,35.7
1903,111,36.0
1904,136,30.0
1905,112,30.98
1906,117,47.34
1907,137,12.97
1908,127,24.0
1909,112,35.272
1910,110,100.0
1911,103,18.556
1912,122,80.0
1913,112,29.742
1914,56,21.038
1915,109,28.32
1916,111,36.0
1917,48,100.0
1918,95,33.3
1919,120,33.0
1920,49,13.922
1921,127,30.25
1922,120,40.0
1923,117,40.0
1924,14,4.456
1925,120,24.0
1926,705,9.634
1927,111,100.0
1928,47,34.932
1929,111,100.0
1930,101,32.0
1931,115,78.0
1932,119,10.0
1933,113,40.0
1934,88,80.0
1935,81,20.0
1936,127,17.4
1937,115,90.0
1938,50,32.0
1939,120,12.32
1940,102,11.12
1941,18,40.0
1942,62,80.0
1943,56,29.018
1944,61,28.214
1945,30,29.884
1946,58,33.3
1947,34,32.71
1948,52,18.912
1949,30,20.424
1950,22,12.838
1951,25,40.0
1952,14,12.92
1953,23,16.758
1954,20,14.04
1955,22,60.0
1956,35,30.4
1957,34,20.0
1958,18,20.0
1959,110,48.0
1960,113,13.32
1961,118,40.0
1962,99,40.0
1963,115,18.794
1964,34,24.0
1965,136,35.7
1966,123,23.512
1967,120,32.0
1968,116,37.56
1969,109,37.5
1970,114,31.17
1971,110,36.0
1972,121,32.0
1973,119,100.0
1974,122,24.0
1975,121,11.828
1976,138,13.32
1977,124,100.0
1978,113,33.3
1979,120,24.0
1980,124,30.0
1981,102,20.446
1982,111,35.0
1983,149,12.674
1984,116,25.568
1985,59,82.16
1986,111,47.34
1987,114,40.0
1988,126,33.0
1989,122,10.0
1990,71,29.84
1991,9,4.43
1992,116,40.0
1993,66,34.882
1994,117,38.92
1995,120,40.0
1996,91,32.0
1997,113,67.5
1998,116,32.0
1999,120,30.25
2000,118,16.0
2001,121,27.676
2002,117,100.0
2003,110,11.12
2004,118,11.764
2005,116,48.0
2006,93,47.74
2007,51,7.18
2008,112,14.416
2009,96,13.576
2010,97,13.32
2011,28,24.0
2012,55,43.68
2013,36,24.0
2014,48,29.582
2015,28,80.0
2016,24,82.16
2017,115,20.0
2018,24,19.98
2019,45,32.3
2020,14,48.0
2021,92,7.618
2022,22,20.338
2023,24,12.876
2024,45,42.5
2025,2,37.38
2026,92,9.436
2027,133,42.636
2028,140,13.32
2029,100,40.0
2030,117,40.0
2031,76,34.824
2032,131,25.6261
2033,114,100.0
2034,133,32.0
2035,111,32.0
2036,122,40.0
2037,107,24.24
2038,57,37.56
2039,55,10.526
2040,112,37.5
2041,112,38.4386
2042,111,36.0
2043,90,28.32
2044,111,13.32
2045,138,24.0
2046,130,47.34
2047,128,30.0
2048,148,48.0
2049,37,48.0
2050,120,100.0
2051,104,20.8069
2052,115,25.0
2053,53,13.908
2054,62,80.0
2055,122,56.0
2056,120,33.0
2057,121,7.884
2058,115,30.144
2059,80,75.0
2060,75,24.0
2061,120,33.3
2062,129,15.2856
2063,108,96.0
2064,106,100.0
2065,136,35.902
2066,67,24.0
2067,116,21.3918
2068,124,80.0
2069,49,12.76
2070,113,11.12
2071,118,31.4898
2072,121,40.0
2073,109,57.1
2074,79,32.0
2075,116,100.0
2076,126,32.0
2077,70,40.0
2078,42,1.656
2079,38,75.0
2080,44,38.3478
2081,53,25.1927
2082,47,5.606
2083,36,6.874
2084,46,21.526
2085,36,82.16
2086,39,19.98
2087,37,15.626
2088,16,24.0
2089,54,42.5
2090,21,14.4337
2091,26,11.8
2092,3,25.0
2093,19,28.6
2094,77,20.0
2095,23,5.962
2096,11,48.0
2097,6,33.6
2098,150,24.0
2099,110,48.0
2100,157,80.0
2101,94,40.0
2102,125,13.32
2103,117,40.0
2104,65,25.022
2105,127,32.0
2106,114,60.0
2107,110,25.39
2108,113,16.69
2109,126,100.0
2110,112,11.096
2111,104,40.0
2112,97,28.56
2113,133,37.56
2114,113,36.0
2115,122,24.0
2116,123,37.5
2117,138,23.522
2118,61,56.0
2119,136,33.0
2120,128,30.0
2121,48,20.686
2122,157,100.0
2123,126,56.0
2124,109,25.0
2125,123,50.0
2126,50,21.496
2127,116,25.0
2128,53,100.0
2129,124,8.014
2130,126,7.978
2131,106,62.4
2132,115,36.0
2133,127,25.0
2134,125,13.32
2135,49,16.374
2136,107,13.32
2137,45,61.38
2138,92,64.0
2139,43,19.26
2140,45,2.584
2141,110,34.836
2142,117,40.0
2143,124,11.272
2144,114,40.0
2145,134,34.822
2146,127,27.128
2147,54,30.0
2148,112,32.0
2149,46,48.0
2150,76,100.0
2151,63,40.0
2152,71,75.0
2153,46,9.428
2154,86,24.0
2155,65,32.3
2156,92,16.0
2157,46,19.98
2158,36,22.224
2159,41,27.28
2160,30,13.982
2161,49,82.16
2162,4,19.98
2163,6,75.0
2164,26,24.0
2165,24,13.194
2166,42,70.0
2167,18,11.12
2168,30,15.0
2169,70,20.0
2170,52,30.0
2171,103,40.0
2172,68,13.32
2173,118,40.0
2174,48,9.45
2175,56,11.182
2176,106,24.088
2177,137,15.794
2178,48,20.222
2179,110,21.292
2180,41,10.0
2181,105,32.0
2182,35,13.32
2183,14,6.152
2184,100,80.0
2185,131,32.0
2186,25,6.028
2187,52,31.272
2188,81,32.642
2189,103,52.0
2190,91,10.014
2191,32,15.6
2192,92,34.826
2193,73,34.808
2194,70,16.0
2195,63,4.6
2196,54,13.32
2197,43,6.034
2198,31,25.0
2199,13,11.738
2200,46,4.158
2201,90,25.0
2202,79,34.74
2203,39,7.992
2204,31,15.432
2205,3,1.406
2206,23,39.96
2207,24,24.944
2208,59,90.0
2209,60,26.476
2210,63,42.5
2211,24,100.0
2212,34,31.524
2213,54,11.25
2214,21,49.98
2215,65,7.552
2216,70,34.744
2217,20,20.97
2218,58,34.778
2219,38,22.802
2220,106,40.0
2221,134,14.0
2222,117,40.0
2223,114,34.104
2224,74,34.792
2225,71,24.0
2226,106,23.288
2227,114,40.0
2228,11,24.0
2229,110,36.0
2230,122,37.56
2231,118,37.5
2232,109,32.0
2233,57,12.606
2234,133,100.0
2235,114,72.0
2236,113,19.98
2237,50,12.7042
2238,14,6.506
2239,111,24.0
2240,115,100.0
2241,115,44.0
2242,111,100.0
2243,66,32.528
2244,112,36.0
2245,116,8.102
2246,115,34.784
2247,66,30.042
2248,118,24.0
2249,99,34.824
2250,121,20.0
2251,119,80.0
2252,113,80.0
2253,104,28.32
2254,117,16.0
2255,117,40.0
2256,128,34.798
2257,113,10.0
2258,115,100.0
2259,52,24.0
2260,128,30.25
2261,102,32.0
2262,74,24.0
2263,102,13.64
2264,125,34.81
2265,123,20.0
2266,138,80.0
2267,114,90.0
2268,123,33.3
2269,111,22.5
2270,107,19.8
2271,92,100.0
2272,123,42.5
2273,64,35.04
2274,94,97.86
2275,40,28.476
2276,56,47.34
2277,30,16.0
2278,33,27.708
2279,43,24.0
2280,12,6.046
2281,60,6.498
2282,63,42.84
2283,25,33.3
2284,22,32.0
2285,25,12.92
2286,20,9.828
2287,14,4.768
2288,47,20.0
2289,66,30.0
2290,19,20.0
2291,113,48.0
2292,138,14.0
2293,117,40.0
2294,147,100.0
2295,108,40.0
2296,108,2.048
2297,68,1.7872
2298,115,37.56
2299,65,32.0
2300,13,1.846
2301,122,1.794
2302,59,37.5
2303,113,48.0
2304,122,32.0
2305,132,13.32
2306,126,1.792
2307,122,30.0
2308,103,1.828
2309,116,22.0
2310,26,40.0
2311,115,1.664
2312,127,33.3
2313,109,47.34
2314,126,2.092
2315,159,32.0
2316,113,9.172
2317,126,40.0
2318,108,20.0
2319,105,10.0
2320,96,36.0
2321,123,40.0
2322,112,32.0
2323,116,11.12
2324,11,1.6032
2325,92,80.0
2326,87,32.0
2327,110,24.0
2328,140,2.202
2329,44,47.74
2330,115,60.0
2331,122,93.2
2332,30,1.672
2333,114,100.0
2334,98,2.124
2335,15,1.63
2336,90,100.0
2337,122,16.0
2338,99,24.0
2339,55,26.11
2340,116,20.0
2341,12,1.48
2342,30,1.95
2343,57,100.0
2344,18,1.7591
2345,7,1.454
2346,120,42.5
2347,100,30.25
2348,64,1.63
2349,103,72.0
2350,75,70.0
2351,44,33.3
2352,42,8.0
2353,59,26.64
2354,30,13.64
2355,44,7.5
2356,55,2.128
2357,38,16.0
2358,29,1.624
2359,16,24.0
2360,38,14.946
2361,18,1.468
2362,13,1.786
2363,72,20.0
2364,12,16.0
2365,14,24.0
2366,102,40.0
2367,131,14.0
2368,118,40.0
2369,7,1.478
2370,110,100.0
2371,129,24.0
2372,107,40.0
2373,123,80.0
2374,96,1.612
2375,110,36.0
2376,115,37.56
2377,110,37.5
2378,117,91.0
2379,32,1.482
2380,137,32.0
2381,118,47.34
2382,124,32.0
2383,109,48.0
2384,87,49.79
2385,125,30.0
2386,111,22.0
2387,104,24.0
2388,113,49.98
2389,44,2.162
2390,119,2.208
2391,118,29.84
2392,112,2.58
2393,119,1.664
2394,125,100.0
2395,124,10.102
2396,133,40.0
2397,112,80.0
2398,98,62.16
2399,107,51.8
2400,114,32.0
2401,121,90.0
2402,101,40.92
2403,98,25.0
2404,118,30.25
2405,58,24.0
2406,118,30.4
2407,105,72.0
2408,115,60.0
2409,113,11.12
2410,115,30.0
2411,116,13.32
2412,51,57.1
2413,118,2.576
2414,114,2.254
2415,95,80.0
2416,121,16.0
2417,47,1.666
2418,48,1.52
2419,54,40.0
2420,51,35.04
2421,31,35.0
2422,30,1.498
2423,35,20.0
2424,22,19.98
2425,23,7.5
2426,20,33.36
2427,11,8.88
2428,22,24.0
2429,16,24.0
2430,66,20.0
2431,17,1.424
2432,125,48.0
2433,150,78.0
2434,101,40.0
2435,118,40.0
2436,134,14.0
2437,20,24.0
2438,11,1.47
2439,110,40.0
2440,67,1.634
2441,114,37.56
2442,117,37.5
2443,110,48.0
2444,13,1.714
2445,120,100.0
2446,121,1.756
2447,125,30.0
2448,109,1.682
2449,105,100.0
2450,112,28.56
2451,111,38.5
2452,115,60.0
2453,131,33.3
2454,115,36.0
2455,119,40.094
2456,121,1.768
2457,114,40.0
2458,41,80.0
2459,98,39.96
2460,125,24.0
2461,116,24.0
2462,119,22.0
2463,111,24.0
2464,116,10.0
2465,39,26.64
2466,114,47.34
2467,128,13.32
2468,49,32.0
2469,83,15.036
2470,66,29.84
2471,125,32.0
2472,105,40.92
2473,77,40.0
2474,113,18.0
2475,89,11.12
2476,48,2.01
2477,108,8.0
2478,89,24.0
2479,114,1.864
2480,106,80.0
2481,118,20.0
2482,112,30.0
2483,107,1.692
2484,111,45.0
2485,83,16.0
2486,81,100.0
2487,47,1.594
2488,59,32.0
2489,52,1.502
2490,35,1.812
2491,67,16.0
2492,34,33.3
2493,33,1.818
2494,35,32.0
2495,38,1.548
2496,31,100.0
2497,41,42.5
2498,92,20.0
2499,106,14.0
2500,99,40.0
2501,122,40.0
2502,107,48.0
2503,104,100.0
2504,144,19.98
2505,98,40.0
2506,108,32.0
2507,109,55.0
2508,132,71.5
2509,122,24.0
2510,110,24.0
2511,99,26.64
2512,172,37.5
2513,96,36.0
2514,51,1.598
2515,65,6.66
2516,117,30.0
2517,86,16.0
2518,44,1.456
2519,109,47.34
2520,60,22.0
2521,100,8.0
2522,100,100.0
2523,106,24.0
2524,91,100.0
2525,93,35.0
2526,122,40.0
2527,104,21.44
2528,46,12.0
2529,93,80.0
2530,74,20.0
2531,98,100.0
2532,108,1.72
2533,47,1.812
2534,103,60.0
2535,103,32.0
2536,66,80.0
2537,52,1.636
2538,82,16.0
2539,44,1.622
2540,76,24.0
2541,103,60.0
2542,113,1.536
2543,101,24.0
2544,94,16.0
2545,134,88.0
2546,109,100.0
2547,73,40.0
2548,102,33.3
2549,39,56.3
2550,66,39.96
2551,73,23.3
2552,57,1.676
2553,41,15.0
2554,97,100.0
2555,52,29.2
2556,45,26.64
2557,50,40.0
2558,10,1.502
2559,48,24.0
2560,20,50.56
2561,24,10.942
2562,14,16.0
2563,25,18.0
2564,19,12.0
2565,35,1.68
2566,49,35.0
2567,29,1.602
2568,71,20.0
2569,75,40.0
2570,57,1.668
2571,26,1.506
2572,9,1.52
2573,38,11.0
2574,21,24.0
2575,124,45.0
2576,142,100.0
2577,130,14.0
2578,117,40.0
2579,105,100.0
2580,116,48.0
2581,61,8.0
2582,104,32.0
2583,55,32.0
2584,110,1.692
2585,112,40.0
2586,107,48.0
2587,134,100.0
2588,112,36.0
2589,119,33.3
2590,92,1.514
2591,131,100.0
2592,130,52.6
2593,112,22.0
2594,113,24.0
2595,55,8.0
2596,121,12.52
2597,142,19.98
2598,128,30.0
2599,131,100.0
2600,113,24.0
2601,116,60.0
2602,114,36.0
2603,122,11.12
2604,109,100.0
2605,71,1.878
2606,129,100.0
2607,118,65.0
2608,126,37.3
2609,15,1.878
2610,131,1.796
2611,127,40.0
2612,115,32.0
2613,115,75.0
2614,68,81.9
2615,135,79.22
2616,67,53.28
2617,116,80.0
2618,113,10.0
2619,114,48.0
2620,110,19.98
2621,119,100.0
2622,118,8.0
2623,101,68.2
2624,56,32.0
2625,80,80.0
2626,51,16.0
2627,64,54.0
2628,64,40.0
2629,54,1.68
2630,25,8.0
2631,38,17.76
2632,27,64.0
2633,28,82.16
2634,17,16.0
2635,32,48.0
2636,29,32.0
2637,18,15.0
2638,25,24.0
2639,38,30.4
2640,11,18.0
2641,40,20.0
2642,35,20.0
2643,138,58.5
2644,100,40.0
2645,10,24.0
2646,109,48.0
2647,130,14.0
2648,117,40.0
2649,105,32.0
2650,119,100.0
2651,31,24.0
2652,101,12.0
2653,106,40.0
2654,120,24.0
2655,124,32.0
2656,99,36.0
2657,116,22.0
2658,66,8.0
2659,112,44.48
2660,122,48.0
2661,53,24.0
2662,133,100.0
2663,112,64.0
2664,106,46.62
2665,122,100.0
2666,128,1.878
2667,115,52.6
2668,96,24.0
2669,129,27.5
2670,119,32.0
2671,115,36.0
2672,114,52.5
2673,123,10.0
2674,72,1.814
2675,116,1.776
2676,121,80.0
2677,49,40.92
2678,114,8.0
2679,112,28.56
2680,106,80.0
2681,110,19.98
2682,121,8.0
2683,95,13.32
2684,82,100.0
2685,116,12.0
2686,110,15.0
2687,123,33.3
2688,109,40.0
2689,114,11.12
2690,112,32.0
2691,107,17.4
2692,81,30.13
2693,29,1.748
2694,110,48.0
2695,58,100.0
2696,27,29.2
2697,84,18.0
2698,77,25.04
2699,78,22.38
2700,55,75.0
2701,51,40.0
2702,42,1.536
2703,29,75.0
2704,34,82.16
2705,7,20.0
2706,48,32.0
2707,4,1.204
2708,69,20.0
2709,13,40.0
2710,148,58.5
2711,135,14.0
2712,102,40.0
2713,115,84.5
2714,129,32.0
2715,56,8.0
2716,126,22.0
2717,161,24.0
2718,117,40.0
2719,28,24.0
2720,68,24.0
2721,125,24.0
2722,82,1.622
2723,123,60.0
2724,110,36.0
2725,113,16.0
2726,117,33.3
2727,115,56.0
2728,117,44.48
2729,125,56.0
2730,63,100.0
2731,156,13.32
2732,97,32.0
2733,52,39.12
2734,107,28.56
2735,103,39.96
2736,123,1.886
2737,55,62.16
2738,53,78.0
2739,114,70.0
2740,117,20.0
2741,118,52.6
2742,79,8.0
2743,126,80.0
2744,121,30.25
2745,87,12.0
2746,114,60.0
2747,116,10.0
2748,114,100.0
2749,116,32.0
2750,84,32.0
2751,107,100.0
2752,115,32.0
2753,92,11.12
2754,109,80.0
2755,92,8.0
2756,103,33.3
2757,151,80.0
2758,110,32.0
2759,107,29.2
2760,124,48.0
2761,69,40.0
2762,76,30.0
2763,46,24.0
2764,49,97.8
2765,57,100.0
2766,33,84.26
2767,62,42.5
2768,18,50.0
2769,19,24.0
2770,75,30.4
2771,18,8.0
2772,34,48.0
2773,15,64.0
2774,14,14.16
2775,36,20.0
2776,103,40.0
2777,130,14.0
2778,117,40.0
2779,128,32.0
2780,101,24.0
2781,130,22.0
2782,95,99.58
2783,110,40.0
2784,166,78.0
2785,57,20.0
2786,110,36.0
2787,117,24.0
2788,109,33.3
2789,127,24.0
2790,22,60.0
2791,57,60.0
2792,103,39.96
2793,119,52.6
2794,113,24.0
2795,116,28.56
2796,119,100.0
2797,114,36.0
2798,105,35.0
2799,121,27.5
2800,113,80.0
2801,51,1.682
2802,117,1.608
2803,123,80.0
2804,104,1.514
2805,117,80.4
2806,109,48.0
2807,154,32.0
2808,54,29.84
2809,107,8.0
2810,114,30.0
2811,134,80.0
2812,113,13.32
2813,113,32.0
2814,134,10.182
2815,43,47.74
2816,119,80.0
2817,94,8.0
2818,109,11.12
2819,46,32.0
2820,130,17.4
2821,70,1.82
2822,103,13.32
2823,144,100.0
2824,103,36.4
2825,113,16.0
2826,124,42.5
2827,56,75.0
2828,73,40.0
2829,64,60.0
2830,39,20.0
2831,44,13.64
2832,65,100.0
2833,32,30.0
2834,42,56.0
2835,15,24.0
2836,21,64.0
2837,35,20.0
2838,19,33.6
2839,26,8.414
2840,118,40.0
2841,83,14.0
2842,101,20.0
2843,43,40.0
2844,68,24.0
2845,108,48.0
2846,115,56.0
2847,101,39.96
2848,132,79.22
2849,103,1.68
2850,146,10.0
2851,24,80.0
2852,102,32.0
2853,65,13.32
2854,107,64.0
2855,16,21.0
2856,44,13.32
2857,124,100.0
2858,16,32.0
2859,18,1.588
2860,87,85.8
2861,16,40.0
2862,30,57.6
2863,14,24.0
2864,17,1.662
2865,14,100.0
2866,60,80.0
2867,41,13.32
2868,112,1.708
2869,32,76.96
2870,70,91.0
2871,24,28.8
2872,9,24.0
2873,72,64.0
2874,24,8.0
2875,24,11.0
2876,72,42.5
2877,47,45.0
2878,153,65.0
2879,114,48.0
2880,118,32.0
2881,122,24.0
2882,110,99.58
2883,144,24.0
2884,124,1.968
2885,115,48.0
2886,94,20.0
2887,104,37.56
2888,110,36.0
2889,123,1.796
2890,142,19.98
2891,64,33.36
2892,42,32.0
2893,115,97.5
2894,17,1.716
2895,53,48.0
2896,122,60.0
2897,92,24.198
2898,125,70.0
2899,113,100.0
2900,103,39.96
2901,136,22.0
2902,99,100.0
2903,31,8.0
2904,118,100.0
2905,135,16.0
2906,99,33.3
2907,128,20.0
2908,118,57.12
2909,112,28.32
2910,112,44.4
2911,32,80.0
2912,134,79.22
2913,138,36.0
2914,136,8.0
2915,128,33.3
2916,69,40.048
2917,125,29.84
2918,12,32.0
2919,107,100.0
2920,10,1.432
2921,116,32.0
2922,45,1.804
2923,116,6.66
2924,123,80.0
2925,113,11.12
2926,113,16.0
2927,107,33.3
2928,110,47.34
2929,18,1.436
2930,96,43.68
2931,86,32.0
2932,81,74.36
2933,83,65.0
2934,18,8.0
2935,650,24.0
2936,66,100.0
2937,47,80.0
2938,57,32.0
2939,33,50.0
2940,23,24.0
2941,12,40.0
2942,10,82.16
2943,27,15.0
2944,60,20.0
2945,101,48.0
2946,86,40.0
2947,118,40.0
2948,115,100.0
2949,119,1.446
2950,127,14.0
2951,120,32.0
2952,111,20.0
2953,136,13.32
2954,48,32.0
2955,58,37.56
2956,111,36.0
2957,129,60.0
2958,113,24.0
2959,136,100.0
2960,114,56.0
2961,121,24.0
2962,121,1.68
2963,79,40.0
2964,117,97.5
2965,103,1.422
2966,110,22.0
2967,98,48.0
2968,102,16.0
2969,115,47.34
2970,71,32.0
2971,121,32.0
2972,114,36.0
2973,117,16.0
2974,102,40.0
2975,119,80.0
2976,189,36.0
2977,136,80.0
2978,102,32.0
2979,144,48.0
2980,112,10.0
2981,115,32.0
2982,103,13.32
2983,44,6.66
2984,107,11.12
2985,121,1.77
2986,91,8.0
2987,88,32.0
2988,114,100.0
2989,49,75.0
2990,43,54.56
2991,130,24.0
2992,65,1.662
2993,63,40.0
2994,40,24.0
2995,50,33.3
2996,60,84.0
2997,37,24.0
2998,59,6.66
2999,20,1.524
3000,46,1.7
3001,48,29.2
3002,22,82.16
3003,50,34.0
3004,45,22.5
3005,43,20.0
3006,19,43.68
3007,13,40.0
3008,32,26.64
3009,73,20.0
3010,126,48.0
3011,118,40.0
3012,140,14.0
3013,100,40.0
3014,134,56.0
3015,112,40.0
3016,102,20.0
3017,106,99.58
3018,56,8.0
3019,126,24.0
3020,62,37.56
3021,110,36.0
3022,107,32.0
3023,121,80.0
3024,111,22.24
3025,112,48.0
3026,137,100.0
3027,112,33.3
3028,125,52.6
3029,105,16.0
3030,121,22.0
3031,112,64.0
3032,46,35.52
3033,113,100.0
3034,133,100.0
3035,106,46.62
3036,113,97.5
3037,108,35.7
3038,148,24.0
3039,121,80.0
3040,115,100.0
3041,51,1.736
3042,115,32.0
3043,131,36.0
3044,117,10.0
3045,66,11.12
3046,108,37.5
3047,97,30.4
3048,43,32.0
3049,114,68.2
3050,106,32.0
3051,137,1.858
3052,137,80.0
3053,58,16.0
3054,116,16.0
3055,41,70.0
3056,19,20.0
3057,127,33.3
3058,120,24.0
3059,101,80.0
3060,90,72.0
3061,10,24.0
3062,51,37.3
3063,51,40.0
3064,45,12.52
3065,67,32.0
3066,67,29.2
3067,27,37.92
3068,47,70.0
3069,50,30.0
3070,60,34.0
3071,123,20.0
3072,52,16.5
3073,42,100.0
3074,29,11.12
3075,30,1.664
3076,117,40.0
3077,106,14.0
3078,111,40.0
3079,91,40.0
3080,59,20.0
3081,115,1.442
3082,110,36.0
3083,138,32.0
3084,55,37.56
3085,123,33.3
3086,128,24.0
3087,112,44.48
3088,128,60.0
3089,115,48.0
3090,116,48.0
3091,117,100.0
3092,82,40.0
3093,111,22.0
3094,103,1.424
3095,118,52.6
3096,84,35.7
3097,104,24.0
3098,140,65.0
3099,70,48.0
3100,115,97.5
3101,114,100.0
3102,54,24.0
3103,117,24.0
3104,125,18.0
3105,125,50.0
3106,37,36.0
3107,98,80.0
3108,100,29.84
3109,70,96.0
3110,117,36.0
3111,115,32.0
3112,106,36.0
3113,79,1.816
3114,171,19.98
3115,114,32.0
3116,100,30.0
3117,121,20.0
3118,109,11.12
3119,100,10.0
3120,119,30.25
3121,112,30.0
3122,90,8.0
3123,44,67.56
3124,120,48.0
3125,66,80.0
3126,42,1.732
3127,35,20.0
3128,69,13.32
3129,66,40.0
3130,43,65.0
3131,39,37.56
3132,59,16.0
3133,46,8.0
3134,21,24.0
3135,27,33.3
3136,7,1.502
3137,15,22.5
3138,12,1.82
3139,11,1.322
3140,51,20.0
3141,108,48.0
3142,145,14.0
3143,123,40.0
3144,97,40.0
3145,134,32.0
3146,61,8.0
3147,119,32.0
3148,107,24.0
3149,54,46.62
3150,99,40.0
3151,83,8.0
3152,67,24.0
3153,88,20.0
3154,105,60.0
3155,125,24.0
3156,67,68.94
3157,98,36.0
3158,121,30.0
3159,105,63.12
3160,59,1.632
3161,115,72.0
3162,97,98.0
3163,65,40.0
3164,116,40.0
3165,119,24.0
3166,103,97.5
3167,77,20.0
3168,109,48.0
3169,53,24.0
3170,48,24.0
3171,86,79.22
3172,111,80.0
3173,48,88.66
3174,97,24.0
3175,141,10.0
3176,120,12.0
3177,77,48.0
3178,108,60.0
3179,51,72.0
3180,59,19.98
3181,44,26.64
3182,100,1.554
3183,97,75.0
3184,61,8.0
3185,107,33.3
3186,97,16.0
3187,104,11.12
3188,114,6.66
3189,14,1.796
3190,40,100.0
3191,129,50.0
3192,79,33.3
3193,70,1.452
3194,60,13.32
3195,63,40.0
3196,96,100.0
3197,48,80.0
3198,51,40.0
3199,65,8.0
3200,28,30.0
3201,67,30.4
3202,51,50.0
