ev_id,connection_minutes_5min,required_soc_percent
3203,36,40.92
3204,54,37.3
3205,85,100.0
3206,35,35.04
3207,27,8.0
3208,49,100.0
3209,30,64.0
3210,25,30.0
3211,8,18.0
3212,20,37.5
3213,21,68.64
3214,43,34.0
3215,4,8.0
3216,76,40.0
3217,75,20.0
3218,43,24.0
3219,72,15.0
3220,15,56.0
3221,68,100.0
3222,59,15.0
3223,53,100.0
3224,101,1.86
3225,119,14.0
3226,118,40.0
3227,66,100.0
3228,128,24.0
3229,50,8.0
3230,113,24.0
3231,111,40.0
3232,101,1.674
3233,109,48.0
3234,106,30.0
3235,66,24.0
3236,108,19.98
3237,104,46.62
3238,117,100.0
3239,114,40.0
3240,56,1.634
3241,112,70.0
3242,120,27.5
3243,48,20.0
3244,115,97.5
3245,118,24.0
3246,130,44.4
3247,47,32.0
3248,101,64.0
3249,119,32.0
3250,106,80.0
3251,123,80.0
3252,115,32.0
3253,137,80.0
3254,99,10.0
3255,108,100.0
3256,104,100.0
3257,112,55.0
3258,55,80.0
3259,104,40.0
3260,99,12.0
3261,142,24.0
3262,130,24.0
3263,37,8.0
3264,116,43.68
3265,129,50.0
3266,110,33.3
3267,105,11.12
3268,116,42.0
3269,93,96.0
3270,62,30.25
3271,60,40.0
3272,37,16.0
3273,99,68.0
3274,106,20.0
3275,78,16.0
3276,73,37.3
3277,66,68.64
3278,66,1.556
3279,60,80.0
3280,70,1.658
3281,12,1.566
3282,48,41.94
3283,45,16.5
3284,41,37.5
3285,18,24.0
3286,38,27.5
3287,50,30.4
3288,25,40.0
3289,3,16.0
3290,67,20.0
3291,102,40.0
3292,133,14.0
3293,117,40.0
3294,101,40.0
3295,118,24.0
3296,118,24.0
3297,110,49.5
3298,108,20.0
3299,117,37.56
3300,123,30.0
3301,116,40.0
3302,104,22.24
3303,114,40.0
3304,111,19.98
3305,112,48.0
3306,88,24.0
3307,101,46.62
3308,120,30.25
3309,41,16.5
3310,54,97.5
3311,98,24.0
3312,67,60.0
3313,93,43.68
3314,121,80.0
3315,104,100.0
3316,73,20.0
3317,64,32.0
3318,77,80.0
3319,131,32.0
3320,51,16.0
3321,107,1.626
3322,108,80.0
3323,37,13.32
3324,79,29.84
3325,57,1.82
3326,91,100.0
3327,108,20.0
3328,51,26.64
3329,111,33.3
3330,116,80.0
3331,50,30.0
3332,105,48.0
3333,33,35.04
3334,102,15.0
3335,36,40.0
3336,80,40.0
3337,132,80.0
3338,59,30.0
3339,73,11.12
3340,30,16.0
3341,58,28.6
3342,17,1.378
3343,42,13.32
3344,31,48.0
3345,50,16.0
3346,68,35.7
3347,26,17.52
3348,44,90.08
3349,62,8.0
3350,96,40.0
3351,101,46.62
3352,106,20.0
3353,101,48.0
3354,24,1.626
3355,46,30.25
3356,17,32.0
3357,59,80.0
3358,37,24.0
3359,81,32.0
3360,40,96.0
3361,16,32.0
3362,18,68.64
3363,118,40.0
3364,37,30.25
3365,21,40.04
3366,114,32.0
3367,132,24.0
3368,30,8.0
3369,125,32.0
3370,120,24.0
3371,78,85.0
3372,15,8.0
3373,16,48.0
3374,77,96.0
3375,74,100.0
3376,30,40.0
3377,43,80.0
3378,189,2.03
3379,92,48.0
3380,130,24.0
3381,24,1.71
3382,118,40.0
3383,129,40.0
3384,74,24.0
3385,59,24.0
3386,113,36.0
3387,87,30.0
3388,109,48.0
3389,87,40.0
3390,111,33.36
3391,126,19.98
3392,104,35.7
3393,40,72.0
3394,108,46.62
3395,109,64.0
3396,127,30.0
3397,111,51.84
3398,123,43.68
3399,83,14.92
3400,80,36.0
3401,109,54.0
3402,136,100.0
3403,138,33.3
3404,126,2.394
3405,66,80.0
3406,132,100.0
3407,194,80.0
3408,117,30.0
3409,214,24.0
3410,59,100.0
3411,97,22.5
3412,13,1.654
3413,124,16.0
3414,60,90.08
3415,52,35.52
3416,54,33.3
3417,36,2.352
3418,77,8.0
3419,40,48.0
3420,54,1.726
3421,91,80.0
3422,63,100.0
3423,57,16.0
3424,40,1.524
3425,47,96.0
3426,37,90.08
3427,24,45.76
3428,38,20.0
3429,5,8.0
3430,32,20.0
3431,131,14.0
3432,118,40.0
3433,115,100.0
3434,125,24.0
3435,112,48.0
3436,139,84.5
3437,111,40.0
3438,63,37.56
3439,110,36.0
3440,107,32.0
3441,110,100.0
3442,105,32.0
3443,110,33.3
3444,119,48.0
3445,112,33.36
3446,116,100.0
3447,93,20.0
3448,87,1.884
3449,112,24.0
3450,123,48.0
3451,127,24.0
3452,78,13.32
3453,111,48.0
3454,116,46.62
3455,127,57.86
3456,132,1.856
3457,111,40.0
3458,58,32.0
3459,127,23.04
3460,124,22.0
3461,116,100.0
3462,21,8.0
3463,114,45.0
3464,125,80.0
3465,63,24.0
3466,114,11.12
3467,62,20.0
3468,114,40.0
3469,137,29.84
3470,191,100.0
3471,65,32.0
3472,65,35.52
3473,122,32.0
3474,111,54.56
3475,98,33.3
3476,45,32.5
3477,101,20.0
3478,111,100.0
3479,83,20.0
3480,90,6.66
3481,40,24.0
3482,88,33.3
3483,28,16.0
3484,16,1.634
3485,62,1.734
3486,56,24.0
3487,55,35.04
3488,37,31.3
3489,72,24.0
3490,31,32.5
3491,32,13.32
3492,122,80.0
3493,40,100.0
3494,20,45.76
3495,21,40.0
3496,12,24.0
3497,23,32.0
3498,106,20.0
3499,47,24.0
3500,166,48.0
3501,139,14.0
3502,118,40.0
3503,56,24.0
3504,111,40.0
3505,124,20.0
3506,108,24.0
3507,117,1.532
3508,110,36.0
3509,85,31.3
3510,113,33.3
3511,120,22.0
3512,121,22.24
3513,117,1.56
3514,75,1.614
3515,104,1.782
3516,120,57.86
3517,96,35.7
3518,120,40.0
3519,128,100.0
3520,124,32.0
3521,112,100.0
3522,115,67.5
3523,33,70.0
3524,123,24.0
3525,112,1.682
3526,132,12.0
3527,61,90.0
3528,118,46.62
3529,106,56.0
3530,23,15.0
3531,115,17.28
3532,122,80.0
3533,128,75.0
3534,109,60.0
3535,114,100.0
3536,45,34.1
3537,115,32.0
3538,113,10.0
3539,111,80.0
3540,111,40.0
3541,137,32.0
3542,67,13.32
3543,116,48.0
3544,113,100.0
3545,123,74.56
3546,6,1.646
3547,102,8.0
3548,120,33.3
3549,111,32.0
3550,39,24.0
3551,123,34.0
3552,97,80.0
3553,77,15.0
3554,62,48.0
3555,121,72.0
3556,63,22.5
3557,52,33.3
3558,18,24.0
3559,29,24.0
3560,35,48.0
3561,51,24.0
3562,21,68.64
3563,15,37.56
3564,33,40.0
3565,13,40.0
3566,46,24.0
3567,109,20.0
3568,141,84.5
3569,131,14.0
3570,118,40.0
3571,61,24.0
3572,106,27.62
3573,123,32.0
3574,110,40.0
3575,123,24.0
3576,118,24.0
3577,114,37.56
3578,110,36.0
3579,104,16.0
3580,109,33.3
3581,123,100.0
3582,130,12.0
3583,126,1.604
3584,116,70.0
3585,116,80.0
3586,103,1.434
3587,112,51.84
3588,136,32.0
3589,119,48.0
3590,111,24.0
3591,44,16.0
3592,113,67.5
3593,115,80.0
3594,110,45.0
3595,111,11.12
3596,44,1.368
3597,101,13.32
3598,104,80.0
3599,112,96.0
3600,120,1.7
3601,48,25.0
3602,131,24.0
3603,34,32.0
3604,114,6.66
3605,133,16.0
3606,81,1.776
3607,85,100.0
3608,100,20.0
3609,91,80.08
3610,111,100.0
3611,95,81.84
3612,110,20.0
3613,35,48.0
3614,116,1.508
3615,115,32.0
3616,126,33.3
3617,92,33.3
3618,118,57.1
3619,22,1.726
3620,39,48.0
3621,90,20.0
3622,32,24.0
3623,57,1.5
3624,65,30.0
3625,42,1.754
3626,61,23.36
3627,50,66.0
3628,31,1.864
3629,25,12.0
3630,30,41.94
3631,13,14.92
3632,4,50.04
3633,25,32.0
3634,21,20.0
3635,99,24.0
3636,89,20.0
3637,16,9.6
3638,123,40.0
3639,66,48.0
3640,107,84.5
3641,124,32.0
3642,117,40.0
3643,72,8.0
3644,121,20.0
3645,56,37.56
3646,98,36.0
3647,34,32.0
3648,113,33.3
3649,119,24.0
3650,94,64.0
3651,98,22.24
3652,14,80.0
3653,107,63.12
3654,61,24.0
3655,79,1.676
3656,30,1.392
3657,66,2.614
3658,100,100.0
3659,54,24.0
3660,66,20.0
3661,108,36.0
3662,4,19.98
3663,49,67.5
3664,119,40.0
3665,109,24.0
3666,115,24.0
3667,84,22.0
3668,117,100.0
3669,117,100.0
3670,136,15.174
3671,115,24.0
3672,118,80.0
3673,49,100.0
3674,114,6.66
3675,106,40.0
3676,101,27.28
3677,103,13.32
3678,53,48.0
3679,101,29.84
3680,102,36.0
3681,98,11.12
3682,49,90.0
3683,106,80.0
3684,109,17.28
3685,66,45.0
3686,108,33.3
3687,80,8.0
3688,63,70.0
3689,119,19.98
3690,104,40.0
3691,122,24.0
3692,84,46.62
3693,96,68.64
3694,75,1.784
3695,60,37.56
3696,53,1.868
3697,52,67.5
3698,63,32.0
3699,58,24.0
3700,158,24.0
3701,43,33.3
3702,21,24.0
3703,44,30.0
3704,40,100.0
3705,18,40.0
3706,28,24.0
3707,50,40.0
3708,32,52.0
3709,32,37.5
3710,8,1.302
3711,43,24.0
3712,16,24.0
3713,11,21.0
3714,91,20.0
3715,30,50.04
3716,76,40.0
3717,71,20.0
3718,12,80.0
3719,39,30.0
3720,31,40.0
3721,135,100.0
3722,137,14.0
3723,106,40.0
3724,125,24.0
3725,120,32.0
3726,104,24.0
3727,57,8.0
3728,124,1.842
3729,100,20.0
3730,111,36.0
3731,112,30.0
3732,117,36.0
3733,115,37.56
3734,130,80.0
3735,56,33.3
3736,117,22.0
3737,124,100.0
3738,160,24.0
3739,124,80.0
3740,85,22.24
3741,125,31.3
3742,124,19.98
3743,111,100.0
3744,121,40.0
3745,62,1.782
3746,121,63.12
3747,50,97.5
3748,119,86.4
3749,88,100.0
3750,115,100.0
3751,98,46.62
3752,54,100.0
3753,125,40.0
3754,93,32.0
3755,118,29.84
3756,89,32.0
3757,207,24.0
3758,115,36.0
3759,113,30.25
3760,138,16.0
3761,113,48.0
3762,46,68.2
3763,106,100.0
3764,91,80.0
3765,128,10.0
3766,45,12.0
3767,45,20.0
3768,119,25.874
3769,124,32.0
3770,110,68.0
3771,123,20.0
3772,83,88.48
3773,18,1.778
3774,33,1.668
3775,57,44.1
3776,67,100.0
3777,54,40.0
3778,49,33.3
3779,55,32.0
3780,46,40.0
3781,21,1.206
3782,30,20.0
3783,26,48.0
3784,21,51.48
3785,17,15.0
3786,13,18.0
3787,39,20.0
3788,39,20.0
3789,131,84.5
3790,131,14.0
3791,118,40.0
3792,86,24.0
3793,83,40.0
3794,111,20.0
3795,123,24.0
3796,112,36.0
3797,51,37.56
3798,55,32.0
3799,56,32.0
3800,62,22.24
3801,128,22.0
3802,112,33.3
3803,125,30.0
3804,117,40.0
3805,114,96.0
3806,102,46.62
3807,119,16.0
3808,115,40.0
3809,113,63.12
3810,115,29.832
3811,112,32.0
3812,124,2.694
3813,123,40.0
3814,111,80.0
3815,118,40.0
3816,64,100.0
3817,124,100.0
3818,118,13.32
3819,108,16.0
3820,107,100.0
3821,116,32.0
3822,112,48.0
3823,123,32.0
3824,49,20.0
3825,38,80.0
3826,122,10.03
3827,133,32.0
3828,114,20.0
3829,114,36.0
3830,145,2.482
3831,94,68.2
3832,115,11.12
3833,91,8.0
3834,110,15.0
3835,115,93.2
3836,86,70.0
3837,107,32.0
3838,119,30.25
3839,95,17.28
3840,66,37.3
3841,82,84.0
3842,64,75.84
3843,10,1.926
3844,67,24.0
3845,53,48.0
3846,53,40.0
3847,50,32.0
3848,36,37.56
3849,37,33.3
3850,50,20.0
3851,27,40.0
3852,24,29.2
3853,43,22.5
3854,17,51.48
3855,48,20.0
3856,118,14.0
3857,128,65.0
3858,116,40.0
3859,115,48.0
3860,121,90.0
3861,114,100.0
3862,104,40.0
3863,54,8.0
3864,56,20.0
3865,113,36.0
3866,59,24.0
3867,120,32.0
3868,110,36.0
3869,115,37.56
3870,109,1.668
3871,110,33.3
3872,117,100.0
3873,126,22.24
3874,119,64.0
3875,124,56.0
3876,112,100.0
3877,119,24.0
3878,119,100.0
3879,108,22.0
3880,110,63.12
3881,102,46.62
3882,124,24.0
3883,81,24.0
3884,120,20.0
3885,56,40.0
3886,134,33.3
3887,150,1.628
3888,52,20.0
3889,116,88.2
3890,124,32.0
3891,125,80.0
3892,146,66.0
3893,140,40.0
3894,64,32.0
3895,127,10.0
3896,84,24.0
3897,120,100.0
3898,120,30.25
3899,131,100.0
3900,50,40.92
3901,52,80.0
3902,59,20.0
3903,114,11.12
3904,118,12.0
3905,119,6.66
3906,113,97.5
3907,77,37.3
3908,59,65.0
3909,71,40.0
3910,69,28.064
3911,65,30.0
3912,32,1.518
3913,130,19.98
3914,56,12.0
3915,19,40.0
3916,33,15.0
3917,13,1.536
3918,35,56.88
3919,39,100.0
3920,27,32.0
3921,19,51.48
3922,24,43.68
3923,26,60.0
3924,41,50.04
3925,123,48.0
3926,135,100.0
3927,117,40.0
3928,116,14.0
3929,80,40.0
3930,123,32.0
3931,97,20.0
3932,116,36.0
3933,102,37.56
3934,108,36.0
3935,106,33.3
3936,103,46.62
3937,116,56.0
3938,107,27.8
3939,63,30.4
3940,103,24.0
3941,136,53.28
3942,114,57.1
3943,116,32.0
3944,110,78.9
3945,123,34.56
3946,125,32.0
3947,109,40.0
3948,102,8.0
3949,118,40.0
3950,124,80.0
3951,114,29.84
3952,107,13.32
3953,113,88.2
3954,50,40.0
3955,98,100.0
3956,124,32.0
3957,116,100.0
3958,46,1.67
3959,108,32.0
3960,106,20.0
3961,105,80.0
3962,105,100.0
3963,116,35.04
3964,118,100.0
3965,120,15.0
3966,121,20.0
3967,85,61.38
3968,105,24.0
3969,112,100.0
3970,127,100.0
3971,122,18.0
3972,112,40.0
3973,90,90.08
3974,111,1.838
3975,158,1.938
3976,64,11.12
3977,44,16.0
3978,30,80.08
3979,40,33.3
3980,57,62.92
3981,27,48.0
3982,26,1.672
3983,22,16.98
3984,31,40.0
3985,17,16.0
3986,23,16.0
3987,91,20.0
3988,12,13.32
3989,118,40.0
3990,139,48.0
3991,105,91.0
3992,56,100.0
3993,64,100.0
3994,106,32.0
3995,124,80.0
3996,58,32.0
3997,106,68.0
3998,36,8.0
3999,37,13.32
4000,39,100.0
4001,106,42.0
4002,30,100.0
4003,98,24.0
4004,48,28.3
4005,52,25.0
4006,41,13.32
4007,27,15.0
4008,85,40.04
4009,75,93.2
4010,29,1.726
4011,72,100.0
4012,44,40.0
4013,56,13.32
4014,52,32.0
4015,20,16.0
4016,46,90.08
4017,34,40.0
4018,32,48.0
4019,20,30.0
4020,7,16.0
4021,101,20.0
4022,36,20.0
4023,32,11.0
4024,34,20.0
4025,117,24.0
4026,92,32.0
4027,128,100.0
4028,88,48.0
4029,117,14.0
4030,121,24.0
4031,111,40.0
4032,108,32.0
4033,115,35.7
4034,56,20.0
4035,103,36.0
4036,69,40.0
4037,114,37.56
4038,70,36.0
4039,119,32.0
4040,139,33.3
4041,123,22.0
4042,111,22.24
4043,137,100.0
4044,142,53.28
4045,118,56.0
4046,103,46.62
4047,111,100.0
4048,59,32.0
4049,126,100.0
4050,112,98.0
4051,113,34.56
4052,117,40.0
4053,112,40.0
4054,123,80.0
4055,120,70.0
4056,115,97.02
4057,100,15.0
4058,50,40.0
4059,119,29.84
4060,104,24.0
4061,105,32.0
4062,120,40.0
4063,135,24.0
4064,102,30.0
4065,117,11.12
4066,111,24.0
4067,125,24.0
4068,132,33.3
4069,115,49.8
4070,89,100.0
4071,145,70.0
4072,95,16.0
4073,91,100.0
4074,101,8.0
4075,121,100.0
4076,129,32.0
4077,106,30.0
4078,133,19.98
4079,28,33.3
4080,62,30.4
4081,62,40.0
4082,42,42.0
4083,54,40.0
4084,28,20.0
4085,16,32.0
4086,23,80.0
4087,89,20.0
4088,22,1.734
4089,61,32.0
4090,9,1.802
4091,134,14.0
4092,115,100.0
4093,126,20.0
4094,110,40.0
4095,125,32.0
4096,102,32.0
4097,116,43.82
4098,110,36.0
4099,112,24.0
4100,107,48.0
4101,108,40.0
4102,141,13.32
4103,114,33.3
4104,102,20.0
4105,98,100.0
4106,114,30.0
4107,118,40.0
4108,103,46.62
4109,142,24.0
4110,125,24.0
4111,112,32.0
4112,123,33.3
4113,105,22.0
4114,47,18.0
4115,114,40.0
4116,103,11.52
4117,129,80.0
4118,52,79.38
4119,63,8.0
4120,125,80.0
4121,110,80.0
4122,90,24.0
4123,109,48.0
4124,128,10.0
4125,108,72.0
4126,93,24.0
4127,25,1.786
4128,48,40.0
4129,8,1.576
4130,125,32.0
4131,17,11.12
4132,135,1.95
4133,53,100.0
4134,130,24.0
4135,80,8.0
4136,116,20.0
4137,139,70.0
4138,44,30.0
4139,96,32.0
4140,119,34.0
4141,88,30.25
4142,15,35.04
4143,41,33.3
4144,58,79.38
4145,54,40.0
4146,56,100.0
4147,46,24.0
4148,39,33.3
4149,40,25.0
4150,23,22.24
4151,32,29.84
4152,14,12.0
4153,14,8.0
4154,40,100.0
4155,14,24.0
4156,19,40.0
4157,88,20.0
4158,66,99.0
4159,118,40.0
4160,125,20.3
4161,148,40.0
4162,125,20.0
4163,111,40.0
4164,56,24.0
4165,111,33.3
4166,115,43.82
4167,139,32.0
4168,111,36.0
4169,108,1.742
4170,134,100.0
4171,117,22.24
4172,118,24.0
4173,48,100.0
4174,112,24.0
4175,117,64.0
4176,103,46.62
4177,129,24.0
4178,126,100.0
4179,99,39.96
4180,115,35.7
4181,122,13.32
4182,51,40.0
4183,118,30.0
4184,126,100.0
4185,130,80.0
4186,133,100.0
4187,122,80.0
4188,111,40.0
4189,51,79.38
4190,102,30.25
4191,44,40.0
4192,101,24.0
4193,37,80.0
4194,86,24.0
4195,104,80.08
4196,122,15.0
4197,127,32.0
4198,110,48.0
4199,105,13.32
4200,120,29.84
4201,93,20.0
4202,124,24.0
4203,109,11.12
4204,111,15.0
4205,112,1.544
4206,49,24.0
4207,145,32.0
4208,96,8.0
4209,51,40.0
4210,80,35.04
4211,74,40.0
4212,53,8.0
4213,65,40.0
4214,60,79.38
4215,68,40.0
4216,90,16.0
4217,57,40.0
4218,18,24.0
4219,34,30.4
4220,29,1.472
4221,12,24.0
4222,87,20.0
4223,2,100.0
4224,37,44.48
4225,87,27.8
4226,130,20.3
4227,118,40.0
4228,75,24.0
4229,111,40.0
4230,63,20.0
4231,130,84.5
4232,103,39.96
4233,52,43.82
4234,116,24.0
4235,110,36.0
4236,135,13.32
4237,106,100.0
4238,123,24.0
4239,118,64.0
4240,120,24.0
4241,60,32.0
4242,104,20.0
4243,127,100.0
4244,109,40.0
4245,109,100.0
4246,119,80.0
4247,89,48.0
4248,112,48.0
4249,100,24.0
4250,121,80.0
4251,110,100.0
4252,115,28.8
4253,102,24.0
4254,50,40.0
4255,115,15.0
4256,94,1.428
4257,104,32.0
4258,112,1.78
4259,47,1.71
4260,105,68.2
4261,50,6.66
4262,118,100.0
4263,106,11.12
4264,137,100.0
4265,98,68.0
4266,100,13.32
4267,94,8.0
4268,166,1.688
4269,62,20.0
4270,55,70.0
4271,98,43.68
4272,106,1.818
4273,125,24.0
4274,19,100.0
4275,89,24.0
4276,59,33.3
4277,77,40.0
4278,63,79.38
4279,67,56.0
4280,59,40.0
4281,74,16.0
4282,20,24.0
4283,22,12.0
4284,63,70.0
4285,38,100.0
4286,23,93.2
4287,22,1.446
4288,14,20.0
4289,88,20.0
4290,125,40.0
4291,164,20.3
4292,61,8.0
4293,105,40.0
4294,56,20.0
4295,118,48.0
4296,104,49.82
4297,113,31.3
4298,101,36.0
4299,11,1.634
4300,117,24.0
4301,74,49.98
4302,58,49.5
4303,108,84.5
4304,118,100.0
4305,106,56.0
4306,45,46.62
4307,104,40.0
4308,98,60.0
4309,109,100.0
4310,85,24.0
4311,54,24.0
4312,79,62.16
4313,103,80.0
4314,86,24.0
4315,94,64.0
4316,99,30.25
4317,113,33.3
4318,91,80.08
4319,57,100.0
4320,62,48.0
4321,51,32.0
4322,88,15.0
4323,96,17.28
4324,106,24.0
4325,99,22.38
4326,85,89.42
4327,102,40.0
4328,105,40.0
4329,86,11.12
4330,206,100.0
4331,103,79.38
4332,100,32.0
4333,114,13.32
4334,48,20.0
4335,110,31.3
4336,67,80.0
4337,78,13.32
4338,131,93.2
4339,97,8.0
4340,110,12.0
4341,53,40.0
4342,57,24.0
4343,51,1.426
4344,76,16.0
4345,59,1.704
4346,35,16.0
4347,41,40.0
4348,26,100.0
4349,35,24.0
4350,32,39.96
4351,43,8.88
4352,10,40.0
4353,14,1.4
4354,15,12.0
4355,65,20.0
4356,6,1.74
4357,4,1.14
4358,4,16.0
4359,76,40.0
4360,70,84.5
4361,37,33.3
4362,110,1.656
4363,45,32.0
4364,45,19.98
4365,31,40.0
4366,22,53.28
4367,31,1.692
4368,127,20.3
4369,121,100.0
4370,117,40.0
4371,137,32.0
4372,75,8.0
4373,114,48.0
4374,111,40.0
4375,116,66.0
4376,111,36.0
4377,114,37.56
4378,111,33.3
4379,121,33.36
4380,104,39.96
4381,102,36.0
4382,118,64.0
4383,127,73.64
4384,113,100.0
4385,122,24.0
4386,74,1.476
4387,121,24.0
4388,124,100.0
4389,131,1.884
4390,121,40.0
4391,122,16.98
4392,143,19.98
4393,75,90.0
4394,123,29.84
4395,116,23.04
4396,87,33.3
4397,115,40.0
4398,114,88.2
4399,126,80.0
4400,56,32.0
4401,59,32.0
4402,115,32.0
4403,107,24.0
4404,51,40.0
4405,54,30.25
4406,111,15.0
4407,104,68.2
4408,94,70.0
4409,69,100.0
4410,113,48.0
4411,97,16.0
4412,105,43.68
4413,79,33.3
4414,57,12.0
4415,98,100.0
4416,108,64.0
4417,68,1.638
4418,91,42.84
4419,59,24.0
4420,56,48.0
4421,72,100.0
4422,51,40.0
4423,29,1.432
4424,49,75.84
4425,44,30.25
4426,14,40.0
4427,34,35.04
4428,19,51.48
4429,19,53.28
4430,47,34.0
4431,21,24.0
4432,29,30.4
4433,84,20.0
4434,36,80.0
4435,122,1.878
4436,131,20.3
4437,118,40.0
4438,121,1.728
4439,115,100.0
4440,126,100.0
4441,114,32.0
4442,136,100.0
4443,119,40.0
4444,61,8.0
4445,117,24.0
4446,130,24.0
4447,103,36.0
4448,116,37.56
4449,123,33.36
4450,56,33.3
4451,125,24.0
4452,123,1.926
4453,119,80.0
4454,103,94.48
4455,104,80.0
4456,114,33.3
4457,102,1.436
4458,121,100.0
4459,126,62.16
4460,113,40.0
4461,101,24.0
4462,109,55.0
4463,129,18.0
4464,56,40.0
4465,117,17.28
4466,128,100.0
4467,115,80.0
4468,114,32.0
4469,130,33.3
4470,110,24.0
4471,120,50.0
4472,140,100.0
4473,83,39.96
4474,115,88.2
4475,115,100.0
4476,106,15.0
4477,104,80.08
4478,54,32.0
4479,104,80.0
4480,105,20.0
4481,105,13.32
4482,111,70.0
4483,111,48.0
4484,55,29.84
4485,74,40.0
4486,82,16.0
4487,55,56.88
4488,103,36.0
4489,17,33.3
4490,20,57.2
4491,23,68.0
4492,35,16.98
4493,26,100.0
4494,9,1.428
4495,9,24.0
4496,9,18.0
4497,23,30.0
4498,64,20.0
4499,149,91.0
4500,142,100.0
4501,104,48.0
4502,98,40.0
4503,150,20.3
4504,116,100.0
4505,62,32.0
4506,117,40.0
4507,111,16.0
4508,117,36.0
4509,118,24.0
4510,98,37.56
4511,118,38.92
4512,111,33.3
4513,63,64.0
4514,120,24.0
4515,130,33.3
4516,49,100.0
4517,113,100.0
4518,26,2.068
4519,113,84.0
4520,116,30.0
4521,118,80.0
4522,109,24.0
4523,133,60.0
4524,118,88.2
4525,128,40.0
4526,53,32.0
4527,113,40.0
4528,101,37.3
4529,121,80.0
4530,119,17.28
4531,51,40.0
4532,36,1.63
4533,107,100.0
4534,24,32.0
4535,116,15.0
4536,123,18.0
4537,130,20.0
4538,114,30.25
4539,118,30.0
4540,115,32.0
4541,90,70.0
4542,24,11.12
4543,114,36.0
4544,112,90.08
4545,123,100.0
4546,93,2.482
4547,106,2.258
4548,106,28.3
4549,88,64.0
4550,40,1.488
4551,65,57.2
4552,65,56.0
4553,66,100.0
4554,66,40.0
4555,60,60.0
4556,54,33.3
4557,31,32.0
4558,36,1.498
4559,36,12.0
4560,22,12.52
4561,47,80.0
4562,26,32.0
4563,41,24.0
4564,24,24.0
4565,24,40.0
4566,90,20.0
4567,38,50.04
4568,76,48.0
4569,141,20.3
4570,118,40.0
4571,142,32.0
4572,153,91.0
4573,110,40.0
4574,110,16.0
4575,105,70.0
4576,115,24.0
4577,110,36.0
4578,112,37.56
4579,94,19.98
4580,88,32.0
4581,130,40.0
4582,125,30.0
4583,106,48.0
4584,109,40.0
4585,118,17.28
4586,67,94.68
4587,120,96.0
4588,112,18.542
4589,72,40.0
4590,46,88.2
4591,104,99.0
4592,46,100.0
4593,84,36.0
4594,109,80.0
4595,52,32.0
4596,105,40.0
4597,49,24.0
4598,129,15.396
4599,116,20.0
4600,82,80.08
4601,121,12.0
4602,108,80.0
4603,118,100.0
4604,12,35.04
4605,113,72.0
4606,16,35.0
4607,94,80.0
4608,69,16.448
4609,26,68.0
4610,106,13.32
4611,114,24.0
4612,85,1.598
4613,58,1.652
4614,45,90.08
4615,89,24.0
4616,144,70.0
4617,75,33.3
4618,34,40.0
4619,76,2.074
4620,33,50.0
4621,72,29.84
4622,97,29.2
4623,70,40.0
4624,59,28.3
4625,57,88.2
4626,56,80.0
4627,42,68.38
4628,52,24.0
4629,55,100.0
4630,51,100.0
4631,22,80.0
4632,69,35.7
4633,87,36.0
4634,27,24.0
4635,34,60.0
4636,11,100.0
4637,34,24.0
4638,11,20.0
4639,107,91.0
4640,118,40.0
4641,73,20.3
4642,110,19.98
4643,52,32.0
4644,100,100.0
4645,68,32.35
4646,105,36.0
4647,49,13.32
4648,104,15.0
4649,65,1.694
4650,79,40.04
4651,35,33.3
4652,13,10.0
4653,63,40.0
4654,58,65.8
4655,49,13.32
4656,7,90.08
4657,4,32.0
4658,16,1.69
4659,71,40.0
4660,33,90.0
4661,129,43.68
4662,116,34.0
4663,126,20.3
4664,92,40.0
4665,98,1.726
4666,114,37.56
4667,116,24.0
4668,98,48.0
4669,111,80.0
4670,114,100.0
4671,122,30.0
4672,112,90.0
4673,102,33.3
4674,52,90.0
4675,114,50.0
4676,94,100.0
4677,34,30.0
4678,105,80.0
4679,73,28.32
4680,95,100.0
4681,88,100.0
4682,93,70.5
4683,97,15.0
4684,47,48.0
4685,84,30.0
4686,77,30.25
4687,68,16.0
4688,79,1.816
4689,34,12.0
4690,4,33.3
4691,51,40.0
4692,31,100.0
4693,22,20.0
4694,24,48.0
4695,19,50.04
4696,47,20.0
4697,115,34.0
4698,143,35.0
4699,100,40.0
4700,111,97.252
4701,134,1.58
4702,99,1.716
4703,120,37.56
4704,99,48.0
4705,120,30.0
4706,92,64.0
4707,109,80.0
4708,96,32.0
4709,129,100.0
4710,45,27.72
4711,79,100.0
4712,101,100.0
4713,114,13.32
4714,82,80.08
4715,113,80.0
4716,109,69.12
4717,118,43.68
4718,47,100.0
4719,37,100.0
4720,36,30.25
4721,90,15.0
4722,102,36.0
4723,85,100.0
4724,17,1.476
4725,49,40.0
4726,31,24.0
4727,104,15.0
4728,54,40.0
4729,46,90.08
4730,58,95.0
4731,61,29.84
4732,21,1.818
4733,26,56.88
4734,45,29.2
4735,94,16.0
4736,44,80.08
4737,30,16.0
4738,37,50.04
4739,34,20.0
4740,127,20.3
4741,69,26.0
4742,101,24.0
4743,84,48.0
4744,97,100.0
4745,74,64.0
4746,97,11.52
4747,45,32.34
4748,103,100.0
4749,106,13.32
4750,83,72.0
4751,96,24.0
4752,32,100.0
4753,99,100.0
4754,70,40.0
4755,82,20.0
